"HBCx14_Carboplatin1","HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","HBCx14_chemonaive3","Symbol"
44,10,21,33,80,51,35,14,"KYNU"
0,0,0,0,0,0,0,0,"AC087235.1"
236,410,453,106,313,177,139,271,"WIPF1"
639,1005,980,526,796,782,787,1324,"ORC2"
2025,3309,3365,1824,2896,2451,2479,4231,"COX7A2L"
639,840,887,531,855,822,725,1139,"PNO1"
641,1142,1059,512,780,780,741,1512,"ORC4"
8,4,8,17,26,22,42,7,"PLEK"
1943,3738,3713,1852,2625,2562,2176,4791,"RND3"
832,1540,1817,894,1231,1194,1030,2217,"ATF2"
1110,1499,1587,694,1503,1088,1015,1865,"THADA"
240,563,532,250,357,316,290,621,"AAK1"
561,1231,1451,484,772,727,668,1906,"TRAK2"
135,193,222,125,191,160,165,262,"C2orf42"
1619,2883,2864,1285,2216,1947,1821,3508,"TIA1"
732,1285,1398,617,967,814,833,1859,"PCYOX1"
57,79,139,75,83,87,78,134,"KISS1R"
585,751,700,576,847,688,637,889,"EPAS1"
288,542,556,270,350,359,372,668,"ARID3A"
1690,2559,2983,1705,2267,2241,2229,3604,"SUMO1"
12,26,22,13,16,15,14,28,"CD207"
26,28,44,24,46,41,50,46,"GRIN3B"
51,73,102,59,70,60,73,83,"VAX2"
9,25,18,27,21,17,34,39,"ATP6V1B1"
2223,3376,3920,1971,3271,2703,2438,4424,"NFE2L2"
2306,5086,4988,1718,2749,2389,2134,6110,"MSH6"
376,680,722,353,562,475,461,954,"PLEKHA3"
558,578,681,501,883,637,676,946,"SPR"
242,107,121,109,234,166,188,125,"EPHA4"
172,454,442,79,254,228,164,365,"PARD3B"
1184,2382,2310,1176,1438,1648,1568,2723,"FARSB"
393,790,904,280,414,450,427,1204,"ALMS1"
1921,2780,2739,1587,2554,2261,2165,3602,"BCL9"
225,184,219,173,264,282,283,232,"PRRX1"
4691,12983,14133,4435,7064,5353,5565,19175,"DHCR24"
427,762,798,329,481,430,384,1010,"DNAJC16"
352,594,680,344,471,460,452,728,"MARK1"
1,3,0,0,2,0,1,0,"TNR"
357,603,566,274,405,410,347,659,"MORN1"
421,667,632,375,434,481,553,760,"GPX7"
2524,3400,4022,1924,3535,2737,2714,5161,"CACYBP"
2005,3544,3723,1998,2705,2543,2523,4166,"SCP2"
0,0,0,0,0,0,0,0,"TPSG1"
1,3,0,1,0,1,2,0,"PAPPA2"
440,1087,1453,368,574,471,477,1380,"RALGPS2"
4,0,1,0,9,1,6,0,"ANGPTL1"
1365,2176,2380,1140,2009,1579,1385,3120,"CEP104"
2902,6628,6468,2211,3593,3142,2729,8160,"FAM20B"
350,847,738,325,421,455,373,920,"TCEANC2"
3891,5567,5722,3737,5546,4625,5118,6679,"TMEM59"
818,1317,1329,778,1057,1212,1101,1514,"LRRC42"
1118,1827,1809,1079,1557,1480,1565,2564,"WRAP73"
1,0,0,5,3,3,3,1,"NPHS2"
2203,3926,4169,2347,3079,3090,3202,5544,"MRPL37"
2577,4835,5016,2235,3484,2987,3083,6209,"ICMT"
1254,2257,2267,1458,1650,1700,1937,3051,"RPL22"
10,18,24,17,28,18,26,41,"CHD5"
7595,11484,10860,6540,10780,9598,9136,11442,"QSOX1"
1403,2084,2502,1157,1808,1895,1725,2874,"STXBP3"
630,1290,1283,746,870,916,950,1682,"PHF13"
2810,6277,4912,2905,4796,3559,3064,7052,"ERRFI1"
1998,3758,3823,2079,3005,2857,2926,5249,"PARK7"
779,373,548,859,920,928,1138,858,"KIAA1324"
45,70,84,10,67,23,14,156,"OPRD1"
1979,3185,3416,1694,2560,2676,2428,4575,"AMPD2"
2976,5183,5529,2678,3975,3532,3502,6904,"SRSF4"
786,1310,1114,743,897,898,978,1384,"MECR"
1491,2224,2317,910,1371,1415,1234,2166,"KCNC4"
1801,2445,3781,1255,2272,1830,1777,3740,"EDEM3"
599,775,869,522,774,768,778,1139,"WDR77"
2842,4352,4893,2646,3508,4004,3851,6479,"ATP5PB"
1434,1902,2297,1662,1975,2136,2119,2539,"RAP1A"
4281,7053,7503,4214,6050,5640,5825,9461,"HDAC1"
5784,9632,11402,4689,7319,7452,7044,12760,"CAPZA1"
722,1428,1530,601,937,860,823,1763,"S100PBP"
1123,916,1114,1260,1785,1491,1336,1232,"RNF19B"
1413,1883,2177,1220,1879,1582,1577,2805,"SCAMP3"
261,309,285,266,421,376,355,404,"TRIM62"
2041,3875,4403,1666,2524,2401,2134,4824,"ASH1L"
35,42,27,39,61,46,29,39,"DLGAP3"
9535,14609,16459,8592,13032,11661,11268,20405,"SFPQ"
319,242,302,257,413,327,328,342,"RHOU"
1604,3107,3055,1166,1722,1575,1281,3460,"GON4L"
3726,4823,5313,3966,5297,5364,5125,6736,"ARHGEF2"
736,1072,1150,611,954,899,839,1580,"LAMTOR2"
1476,2522,2573,1446,2048,1983,1917,3259,"MEF2D"
1249,4144,3707,1118,1664,1665,1454,4420,"DOCK7"
1198,1492,1528,989,1648,1327,1370,2202,"SRM"
8,13,8,2,7,2,5,5,"DLEU2L"
816,923,982,681,1129,931,1065,1495,"FBXO2"
151,78,68,90,183,126,98,88,"FBXO6"
840,2492,2228,793,1265,1025,1054,2260,"C1orf21"
164,315,356,114,182,168,150,421,"SWT1"
716,1163,1108,639,1042,935,1089,1199,"MAD2L2"
287,514,697,244,327,378,258,1103,"DNAJC6"
30,44,51,11,26,23,18,53,"LEPR"
5106,6921,8771,4470,6356,5846,5386,8845,"IVNS1ABP"
1859,3086,2882,1695,2471,2210,2457,3805,"KIAA2013"
2130,3561,3440,2027,2781,2740,2588,4633,"MFN2"
8,9,9,8,11,2,6,16,"PRG4"
787,875,921,636,1211,886,1037,1336,"MIIP"
4728,7207,7577,3500,6015,5357,4224,9273,"SMG7"
161,159,203,80,200,163,133,176,"NCF2"
0,0,0,0,0,1,0,0,"PDC"
382,549,720,292,455,348,388,844,"SLC35D1"
553,1296,1196,507,785,778,774,1262,"PLA2G4A"
445,415,268,315,591,635,472,578,"GADD45A"
0,0,0,0,0,0,0,0,"PRAMEF1"
0,0,0,2,0,0,0,0,"PRAMEF12"
624,1536,1563,492,870,790,690,1764,"WLS"
1273,2434,2785,962,1629,1533,1231,3136,"PRDM2"
134,304,277,171,182,178,174,264,"RGS2"
0,0,0,0,0,0,1,1,"RPE65"
1562,2818,3407,1389,1825,1851,1643,3701,"RO60"
1,1,1,1,0,0,13,0,"AMPD1"
1889,2522,2683,1635,2363,2454,2080,3480,"UCHL5"
997,1158,1422,926,1258,1350,1383,1775,"BCAS2"
5177,8881,9403,4200,6144,5761,5505,11084,"SRSF11"
41,140,154,63,85,91,77,204,"CTH"
174,179,244,170,255,278,277,320,"AGMAT"
73,46,67,96,123,114,146,74,"OLFML3"
1,1,0,0,0,0,0,1,"TNNI3K"
2,6,6,2,3,0,1,0,"CFHR3"
2317,3989,3803,2099,3335,2844,2612,5023,"PLEKHM2"
922,1806,1898,748,1387,1098,1187,2361,"CRYZ"
753,1348,1447,585,888,934,952,2016,"PHTF1"
576,777,776,558,853,701,691,1109,"ZBTB17"
304,468,503,211,352,328,329,511,"CD58"
262,386,506,191,376,231,273,602,"TFAP2E"
0,1,0,0,0,0,0,0,"CD2"
2130,2564,2842,1676,2979,2675,2314,3392,"TTF2"
1,0,0,0,0,1,0,0,"NR5A2"
216,626,626,146,294,230,197,494,"KIF21B"
1721,2718,2669,1720,2200,2210,2555,3642,"TMEM9"
746,1026,903,615,915,883,797,1206,"ADPRS"
4359,6855,7065,4255,6133,5704,5479,8675,"MAP7D1"
567,974,1030,557,727,722,709,1345,"WARS2"
0,0,0,0,0,0,0,0,"HAO2"
92,166,152,95,71,111,120,180,"OSCP1"
1037,1831,2059,1083,1584,1480,1583,2753,"MRPS15"
529,840,792,378,647,569,502,980,"EXOC8"
1021,2039,2287,813,1456,1211,1213,2932,"GNPAT"
573,901,820,625,708,711,736,1024,"TSNAX"
637,864,893,675,880,868,852,1424,"C1orf109"
244,425,426,284,346,358,362,542,"RRAGC"
19,15,18,16,25,13,12,20,"NID1"
1132,2994,2588,944,1523,1377,1263,2921,"LGALS8"
1,0,2,0,1,0,1,1,"NT5C1A"
8,2,1,5,10,4,4,5,"HPCAL4"
1213,2876,2842,1077,1367,1524,1355,3269,"MTR"
216,524,613,155,280,190,255,770,"BMP8B"
1541,1269,1359,1258,2217,1787,1819,2412,"MYCL"
754,1691,1782,568,1039,807,741,2118,"SIPA1L2"
2,1,1,0,1,0,0,1,"ZP4"
633,1841,1570,561,722,762,673,1760,"RLF"
5,2,6,4,11,3,4,3,"KMO"
156,134,148,135,215,181,194,189,"ZNF684"
690,955,1156,716,852,833,910,1331,"KCNQ4"
1088,2416,2378,997,1438,1524,1422,2864,"RIMS3"
432,871,1123,242,428,443,309,1168,"AKT3"
2094,3199,3055,1671,2681,2171,2046,3450,"ETV3"
1184,2257,2606,1178,1624,1658,1508,3009,"ACADM"
1515,3019,2806,1246,1995,1775,1550,3343,"ST6GALNAC5"
0,0,0,0,0,0,0,0,"SLAMF1"
0,0,0,0,0,0,0,0,"CD48"
1343,2302,2825,1236,1686,1671,1777,2893,"ADGRL2"
7550,7762,7340,6220,11577,10116,8323,7708,"PADI2"
1086,1605,1712,1000,1473,1449,1503,2511,"SDHB"
358,197,218,292,413,336,434,237,"MFAP2"
720,1026,1243,583,939,993,905,1592,"RPF1"
1106,2580,2654,900,1418,1345,1128,2824,"KDM5B"
2128,4583,4563,1702,3025,2573,2372,5280,"UAP1"
32,20,13,16,34,55,48,33,"ACTL8"
169,245,280,126,204,222,168,288,"CTBS"
5,3,2,3,3,7,5,6,"RGS4"
1123,2237,2182,742,1372,1172,1110,2558,"KLHL12"
0,0,1,1,0,0,0,0,"IGSF21"
1063,1858,2037,940,1160,1365,1223,2551,"SSX2IP"
1210,1667,1998,1001,1561,1613,1492,2494,"ZNHIT6"
0,0,0,0,0,0,0,2,"PLA2G2D"
1056,1607,1824,850,1376,1292,1160,2080,"RBBP5"
325,295,363,212,348,308,226,322,"GBP3"
4682,2858,3746,2828,4617,5774,3766,4198,"GBP1"
102,175,211,98,170,128,139,210,"PINK1-AS"
10,8,18,8,17,15,16,25,"KIF17"
308,418,444,223,356,318,327,512,"GPR89A"
3175,4217,4162,2170,4161,3592,3289,4968,"CDK18"
1666,2377,2386,1277,2182,2075,1875,2928,"RAB29"
0,0,0,0,0,0,0,0,"CD160"
3234,3885,4234,2962,4722,3733,3904,4870,"ECE1"
274,374,320,189,278,316,288,414,"HMGCL"
336,655,636,322,491,441,434,779,"GALE"
629,690,765,297,869,600,503,1719,"ID3"
9,1,5,2,16,5,8,3,"CR2"
6716,13203,12836,5009,9084,7243,6767,14670,"CD46"
2337,3394,3454,1989,2880,2800,2602,4325,"PRPF3"
4582,8005,7526,4760,5909,5569,5917,9601,"APH1A"
685,1016,1228,504,968,849,834,1430,"P3H1"
2063,12006,7717,2054,2818,2914,2902,8493,"SLC2A1"
1769,2762,2962,1729,2494,2358,2337,3907,"EBNA1BP2"
3351,5294,4790,3944,4962,5220,5175,6955,"CDC20"
17,22,21,19,22,16,22,14,"MPL"
135,1009,503,106,159,130,141,591,"ARTN"
1359,1524,1755,1069,1845,1530,1532,2160,"IPO13"
2046,3034,3166,1952,3033,2450,2791,4080,"ATP6V0B"
2162,4324,4333,1752,2832,2754,2675,5656,"B4GALT2"
1420,2268,2263,1574,2052,2019,2180,3242,"ERI3"
99,173,192,100,110,94,120,226,"PTCH2"
1574,2852,2749,1397,2415,2003,2013,3458,"AKR1A1"
7700,12434,13408,7473,10971,10091,11343,17267,"PRDX1"
2285,3895,3615,2352,3546,3202,3088,4331,"PIK3R3"
70,39,16,62,101,63,84,20,"TSPAN1"
921,1271,1347,890,1370,1094,974,1618,"BLZF1"
1,4,2,1,2,1,0,1,"CCDC181"
969,1737,1866,945,1283,1260,1225,2596,"SLC19A2"
804,1157,1090,612,1083,876,928,1426,"FAAH"
945,1431,1474,791,1272,1166,1042,1984,"NSUN4"
2369,2821,4010,1660,2799,2641,2361,4378,"TMED5"
0,1,0,0,0,1,0,0,"MROH9"
1665,2459,2862,1477,2132,2315,2046,3682,"DR1"
57,62,139,51,69,66,64,95,"FMO6P"
5533,9704,12010,4246,7655,6558,5982,14187,"CNN3"
6285,11187,12462,5307,7995,7427,6513,12952,"PRRC2C"
363,500,426,205,470,356,232,492,"F3"
1580,2995,3373,1572,1841,2294,2289,4657,"ABCD3"
238,535,566,181,341,317,247,612,"VAMP4"
481,666,670,342,525,531,569,991,"DPH5"
0,1,0,0,0,0,0,0,"FASLG"
822,1307,1327,712,931,1062,1105,1690,"PTBP2"
12,19,13,12,18,22,12,30,"TNFSF4"
4350,6281,6879,3874,5842,5565,5610,9138,"PRDX6"
1203,2433,2427,961,1541,1557,1397,3559,"DARS2"
3,1,0,1,0,2,1,1,"HSD11B1"
2119,4070,3989,1798,2925,2466,2287,4124,"IRF6"
763,1180,1294,584,912,814,736,1647,"UTP25"
0,0,0,0,0,0,0,0,"PLPPR5"
2,1,0,5,0,3,1,0,"PLPPR4"
4,2,0,2,1,2,0,2,"SERPINC1"
981,2649,2596,995,1219,1265,1164,2705,"RCAN3"
655,993,1074,666,879,865,844,1298,"SYF2"
1950,2975,3415,1667,2780,2405,2565,3868,"RSRP1"
747,1423,1662,629,740,845,874,1729,"SLC35A3"
649,1149,1189,585,732,822,717,1312,"RCOR3"
6865,9178,10643,6390,9269,8602,9230,13072,"STMN1"
374,720,790,336,480,471,473,972,"MTFR1L"
72,93,79,84,81,73,72,75,"MAN1C1"
1205,1198,1267,1229,1620,1711,1702,1940,"NEK2"
1012,2118,2053,926,1496,1345,1300,2478,"RPS6KA1"
699,1051,1103,635,912,884,844,1292,"DHDDS"
583,1594,1391,510,873,721,927,1728,"NENF"
269,571,580,235,416,370,337,766,"NSL1"
10,0,0,10,7,6,5,2,"PROX1"
5342,7767,8319,5042,7113,6773,5734,10383,"ARID1A"
3516,4402,4772,2862,4698,4405,4154,6588,"CENPF"
610,995,1002,727,920,863,924,1287,"RPA2"
1042,1447,1401,877,1308,1250,1144,1844,"PPP1R8"
1107,1711,1726,1112,1403,1479,1428,1959,"STX12"
292,475,567,261,345,338,341,740,"MTARC2"
20,76,32,33,22,28,58,74,"SLC5A9"
2144,3479,3460,1981,2399,2645,2568,4149,"OSBPL9"
136,198,189,112,195,169,176,269,"TXNDC12"
2425,4974,4644,1826,2992,2752,2329,5705,"ESYT2"
836,840,1004,571,1039,936,728,1510,"CD3EAP"
1146,1530,1601,952,1422,1231,1381,1807,"MESD"
1941,2779,3250,1817,2548,2458,2631,4298,"RCN2"
14,35,26,8,30,23,26,20,"CHRNB4"
18038,24207,26656,17524,25326,22606,21959,30620,"MUC5B"
1978,2307,2211,2149,2810,2294,2852,2422,"CTSD"
26,53,36,20,45,24,33,38,"COLEC11"
601,1677,1808,529,759,766,636,2481,"STAG1"
0,0,0,0,0,0,0,0,"A4GNT"
2984,4478,4102,2698,4283,3615,3874,5917,"STK11"
1574,2933,4230,1402,1890,1798,1746,4015,"KMT2A"
2,0,1,0,0,0,4,0,"TREH"
262,515,417,205,280,267,237,478,"IFT46"
0,0,0,2,5,1,3,0,"MMP8"
5,2,6,1,7,2,4,13,"APOA1"
4,1,2,1,5,2,2,2,"ZNF541"
3,15,14,6,13,12,6,14,"SLC8A2"
233,294,348,177,340,282,329,505,"KPTN"
6958,11977,13885,7735,9552,8926,10682,17761,"RPS25"
829,1326,1317,691,1203,1151,1017,1663,"KIF14"
38,43,72,40,48,39,50,154,"TNNT2"
467,990,913,308,607,560,476,1239,"DDX59"
1050,2027,2822,890,1472,1224,1116,2965,"CAMSAP2"
1908,3268,3526,1677,2459,2304,2036,3884,"ATF6"
0,0,0,0,0,0,0,0,"CRYGD"
617,1201,1172,528,844,676,663,1352,"MREG"
0,0,0,0,0,0,0,0,"TNP1"
1119,1614,1671,897,1363,1334,1149,2074,"FASTKD2"
1166,825,1285,637,2067,887,697,895,"NRP2"
1370,2444,2720,1156,1985,1583,1521,2778,"CREB1"
792,1534,1477,445,919,749,635,1922,"KLF7"
0,0,0,0,0,0,0,0,"TTR"
41,66,86,35,47,47,45,104,"B4GALT6"
43,48,31,34,41,38,53,47,"C1orf54"
1,1,1,5,2,0,5,3,"CA14"
11,13,20,12,7,18,20,19,"CASC1"
1,0,0,3,1,2,0,0,"LRMP"
10,9,6,4,4,8,3,6,"ATP10B"
949,1175,1373,846,1292,1050,1098,1640,"SPCS2"
204,303,336,159,234,217,273,392,"USP35"
55,40,91,49,69,39,56,73,"ELOVL4"
6,10,10,11,3,7,7,15,"FILIP1"
420,812,1083,341,519,511,441,1012,"CASP8AP2"
950,1513,1601,806,1220,1142,1126,2113,"HMGN3"
67,128,144,64,91,87,108,198,"UBE3D"
1,1,0,1,5,8,2,2,"CNR1"
0,0,0,0,0,0,0,0,"SPACA1"
537,1243,1208,588,710,695,660,1565,"ANKRD13C"
0,1,1,1,1,1,2,0,"SGIP1"
1258,3322,3692,967,1468,1392,1427,3947,"PHF3"
0,0,0,0,0,0,0,0,"ZC2HC1B"
0,0,0,0,0,0,0,0,"ADGB"
3211,6509,7120,2653,4276,3631,3309,6640,"PLAGL1"
571,998,1221,506,731,729,622,1500,"FBXO30"
1412,1383,992,963,1888,1615,919,1462,"TNFAIP3"
191,237,215,138,237,212,182,266,"AKAP7"
796,1858,2112,640,1160,975,845,2759,"RAB32"
1029,2268,2415,898,1212,1145,1155,2736,"MYB"
2,3,1,6,1,2,1,0,"ALDH8A1"
632,493,417,579,886,709,804,435,"SGK1"
1320,1906,2106,1061,1728,1650,1600,2300,"RNF146"
0,0,0,0,0,0,0,0,"ARG1"
4072,10250,6133,1371,4391,3016,2073,6584,"CCN2"
2,0,0,0,0,0,0,0,"TCF21"
10,12,12,11,10,14,18,21,"PMFBP1"
489,908,940,522,686,718,883,1083,"FBXL5"
770,1288,1286,606,956,848,871,1525,"MED28"
241,413,599,203,262,262,243,612,"SLC16A7"
381,546,666,299,509,403,414,761,"RXYLT1"
221,302,324,209,289,255,259,384,"ZNF430"
1935,3234,3555,1848,2712,2494,2641,4104,"VAMP8"
465,639,751,413,564,629,575,920,"DCLRE1B"
1285,2671,2791,1168,1807,1762,1703,3159,"MYL12B"
752,1871,1801,556,855,797,732,1962,"FOXO3"
37,112,94,35,64,49,37,119,"ARMC2"
0,0,0,0,0,1,0,0,"GHRH"
3432,4631,4709,3129,4514,4171,4320,6525,"RPN2"
2022,3034,2957,1650,2525,2564,2274,3898,"TGIF2"
2,4,6,2,3,2,3,4,"CASQ2"
1,0,0,0,3,0,1,0,"OLFM3"
290,284,435,180,327,226,202,506,"PKD2"
4,1,3,4,1,6,5,1,"ABCG2"
37,3,5,19,43,22,18,26,"SPP1"
17,36,41,19,11,9,11,50,"STBD1"
3722,7113,7514,4460,5281,5234,5398,9016,"CCNI"
10531,21176,17600,3802,21783,10999,5363,7714,"RARRES1"
3135,5449,5501,2692,4126,3679,3557,6402,"MFSD1"
1137,1774,2275,854,1291,1233,1140,2420,"RAB3GAP2"
346,451,464,272,386,438,392,678,"EEF2KMT"
4514,6068,6159,5087,5466,5662,5976,6889,"PPL"
2004,2843,2969,1704,2907,2444,2052,3946,"UBN1"
0,0,0,0,0,0,0,0,"BTF3P11"
467,933,1078,416,705,608,614,1373,"KLF12"
157,256,282,139,166,204,210,265,"UCHL3"
10,5,9,18,13,16,10,6,"PCDH17"
857,1421,1530,734,1180,1060,951,1774,"HS1BP3"
214,412,522,161,325,241,190,522,"LDAH"
1516,2389,3057,1067,1549,1771,1435,3693,"WDR35"
8,2,2,5,5,8,10,4,"CCND2"
0,0,0,0,0,0,0,0,"FGF23"
25,14,31,16,31,19,14,30,"OTUD4P1"
918,1645,1864,993,1408,1465,1089,1974,"ELL2"
0,0,0,0,0,0,0,0,"GLRXP3"
10,20,31,15,23,30,10,32,"DNAH7"
347,599,611,273,459,371,410,813,"CYP20A1"
626,920,967,571,789,780,753,1327,"NDUFB3"
673,1181,1301,553,854,839,650,1677,"GTF3C3"
12,14,10,7,20,13,18,23,"SATB2"
659,699,735,1134,894,961,1103,916,"UBE2B"
32,39,25,37,42,33,43,26,"TRPM6"
24,52,75,22,42,20,37,73,"GDA"
204,326,197,349,165,266,244,336,"KLF9"
104,324,343,82,171,115,114,391,"TJP2"
27,67,25,33,35,28,40,38,"ECRG4"
1478,3107,3455,1350,2065,1715,1804,4589,"ITGB1BP1"
2162,3336,3404,1953,2773,2770,2587,4160,"CPSF3"
913,1166,1181,739,1050,998,1209,1268,"PIGZ"
2678,4718,5065,2289,3508,3211,3043,6380,"SENP5"
101,172,205,80,151,128,129,249,"CCDC92"
2481,4415,4365,2504,3384,3200,3247,6136,"C1orf198"
5,1,1,2,3,2,1,1,"TRIM67"
2300,3393,4280,1676,2758,2480,2371,4762,"HEATR1"
3915,8544,9133,3563,5179,5208,4665,10228,"PTBP3"
5889,10141,10732,5506,7931,7542,7049,13384,"RAD23B"
1649,3183,3122,1483,2208,2214,1887,3395,"FKBP15"
519,1335,1374,431,694,655,668,1888,"CTNNAL1"
607,1175,1159,628,886,808,823,1488,"ABITRAM"
3500,7008,7623,3578,4640,4619,5279,10270,"WDR34"
16248,27802,31157,15013,21664,20932,20237,39281,"SET"
5234,8862,8855,4627,7133,6586,6557,11705,"PTPA"
2024,3178,3182,1834,2712,2480,2371,4375,"GLE1"
3049,4876,5183,2889,4036,3816,3530,5901,"RAB14"
1849,2911,3058,1445,2435,2202,1966,3784,"CNTRL"
465,957,978,431,698,617,592,1058,"TRIM32"
2312,3990,4420,2234,2947,2875,2610,5039,"FBXW2"
1909,2823,2832,1799,2522,2493,2422,3964,"PHF19"
698,1469,1731,484,818,678,604,1911,"NEK6"
2562,6834,6976,2931,3884,3591,3638,7687,"BSPRY"
1342,2059,2377,1492,1840,1702,1817,2882,"PPP6C"
793,1178,1301,740,1151,1023,1009,1764,"NDUFA8"
1210,2044,1696,1117,1679,1324,1602,2121,"HDHD3"
17,73,84,27,18,39,51,87,"LCN1P1"
908,1610,1620,880,1236,1093,1019,2001,"RBM18"
0,2,1,0,0,0,0,0,"SLC46A2"
796,1593,1641,714,1013,1039,937,2019,"HSDL2"
2336,4405,4530,2445,3434,3274,3130,5955,"MAPKAP1"
43,6,28,47,48,49,78,23,"NR4A3"
334,382,500,214,446,357,292,685,"INVS"
190,424,366,226,239,224,292,435,"GALNT12"
1170,1945,1875,957,1535,1400,1272,2183,"DENND1A"
974,1208,1441,825,1347,1147,1194,1847,"ALG2"
13,16,4,14,6,7,4,11,"CSF3R"
693,1162,1239,602,1003,760,767,1540,"KDSR"
1199,1947,1998,1138,1603,1546,1416,2307,"VPS4B"
104,96,119,83,150,125,120,233,"ONECUT2"
739,954,923,612,1021,790,921,1397,"C19orf25"
295,603,593,232,420,353,356,754,"ZBTB45"
2092,3171,3252,1708,2532,2488,2064,4272,"YLPM1"
886,1579,1558,619,984,967,844,2030,"DCAF4"
0,0,0,0,0,0,0,0,"PROX2"
1,0,0,0,0,0,1,0,"VSX2"
984,1782,1811,876,1343,1285,1142,2283,"FCF1"
28,27,29,23,36,31,31,19,"PGF"
181,292,230,185,265,238,260,232,"IFI27L2"
119,266,181,87,110,118,91,235,"BBOF1"
1086,1617,1747,769,1344,1244,980,2276,"NEK9"
175,261,313,138,232,148,200,405,"ACYP1"
218,274,355,167,263,253,278,391,"IFT43"
756,983,1123,648,966,878,969,1240,"NPC2"
0,0,0,0,0,0,0,0,"DPPA5P4"
243,513,516,209,306,283,263,664,"DNAL1"
3409,4141,2787,2244,4768,3550,3193,4804,"IRF2BPL"
106,206,176,121,152,155,142,246,"ACOT2"
360,328,437,153,539,288,197,383,"LTBP2"
1333,2077,2148,932,1437,1312,1117,2471,"AREL1"
396,691,688,258,458,427,360,774,"MLH3"
823,1625,1516,646,1050,1020,811,2056,"TTLL5"
103,93,105,73,132,98,91,180,"FLVCR2"
749,946,1031,673,987,923,932,1299,"ABCD4"
1870,3155,3349,1762,2331,2310,2166,3892,"DLST"
104,314,254,81,151,106,55,311,"PPP4R4"
254,136,186,218,249,333,293,269,"TGFB3"
69,95,112,67,103,74,79,125,"ZC2HC1C"
677,1037,1007,611,895,887,889,1515,"SLIRP"
2782,3957,4691,2366,3087,3297,3054,5374,"RBM25"
453,752,714,681,473,584,544,1025,"ALDH6A1"
14,21,15,15,22,19,19,15,"GPR68"
3,8,6,1,0,1,3,2,"ESRRB"
333,433,518,312,397,422,383,648,"EIF2B2"
318,684,638,257,393,336,357,866,"NRDE2"
337,412,383,253,367,364,365,480,"COQ6"
10,18,28,17,13,14,16,21,"ZNF410"
976,2180,2223,1013,1280,1255,1114,2603,"RHOQ"
111,183,233,71,103,118,76,266,"GPR75"
2433,2861,3245,1829,3350,2592,2569,3926,"SUPT7L"
152,61,81,62,187,105,75,97,"KLHL29"
3616,5169,5055,3246,4838,4604,4331,6687,"DNMT3A"
2875,4164,4628,2371,4128,3259,3405,5382,"TMEM214"
514,1034,1237,507,718,640,667,1411,"ATAD2B"
6,8,3,4,5,2,4,2,"FKBP1B"
6561,12118,12639,5413,8365,7768,7236,15433,"ATL2"
976,1568,1657,1024,1433,1239,1312,1751,"YPEL5"
2083,2730,3321,1622,2921,2632,2310,4111,"FAM98A"
1714,3108,3487,1699,2430,2115,2198,4616,"YIPF4"
900,1251,1493,825,1111,1012,955,1640,"AFTPH"
538,963,961,504,695,657,633,1363,"LGALSL"
3,2,2,3,0,3,7,2,"CNRIP1"
1078,1306,1370,824,1339,1218,1140,1737,"BCL11A"
676,937,1069,545,871,680,852,1221,"CRIPT"
7941,10941,12031,6667,10416,9160,9798,14793,"EPCAM"
325,776,798,236,425,347,312,852,"SLC17A5"
1182,2121,2177,1133,1589,1532,1422,2256,"OGFRL1"
346,530,557,303,433,382,397,685,"SLF2"
324,572,601,333,441,450,355,778,"IDE"
0,0,0,0,1,0,0,0,"TECTB"
0,0,0,1,0,0,0,0,"ELOVL3"
888,339,133,328,823,550,289,64,"IFIT3"
0,0,0,0,2,1,0,0,"NKX2-3"
1594,469,310,644,1288,1177,708,191,"IFIT2"
153,309,368,149,230,235,188,501,"GPAM"
90,190,145,68,101,71,91,176,"CUTC"
5,21,10,8,5,2,5,19,"PPP1R3C"
72,119,121,69,119,100,100,137,"PYROXD2"
151,332,303,125,187,168,173,350,"CNNM1"
629,1312,1121,546,738,708,790,1318,"MXI1"
337,463,471,310,405,396,343,580,"SMNDC1"
167,298,290,194,247,241,219,422,"C10orf88"
682,1486,1382,708,781,926,980,1662,"HELLS"
0,0,0,0,0,0,0,0,"PRLHR"
378,535,539,322,470,452,437,711,"TCTN3"
218,540,552,216,380,330,286,693,"DENND10"
47,54,59,39,64,71,56,107,"AVPI1"
1324,2440,2509,1032,1594,1556,1330,2743,"WDR11"
315,622,527,273,413,397,391,621,"ARMH3"
53,62,56,17,47,33,40,73,"KCNIP2"
6,14,8,6,7,2,8,17,"CFAP58"
273,403,346,258,366,355,396,531,"GOT1"
0,0,0,0,0,0,0,0,"CPN1"
10,22,19,19,12,14,27,23,"C10orf95"
0,0,0,2,0,9,2,0,"SFRP5"
1519,3325,3769,1341,1916,1920,1443,4124,"GNA13"
16,5,4,11,6,14,10,4,"HOXB8"
436,708,699,361,594,467,401,829,"KANSL1"
11,4,4,12,15,18,6,8,"HOXB5"
1,0,1,0,0,2,0,0,"CRHR1"
40,9,19,27,30,66,54,20,"HOXB3"
0,0,0,0,0,0,0,0,"HOXB1"
352,637,457,392,523,481,602,785,"DUSP1"
1034,2218,2688,920,1386,1330,1185,3280,"PANK3"
