"HBCx14_Cisplatin1","HBCx14_chemonaive1","HBCx14_Cisplatin2","HBCx14_chemonaive2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","HBCx14_chemonaive3","Symbol"
1,2,1,0,0,1,0,2,"LRRC7"
211,279,164,242,222,319,209,328,"FUT8"
1382,2223,929,2639,1457,1773,1345,2876,"UBA6"
539,1097,520,1117,581,786,571,1325,"GAB2"
930,1464,836,1575,983,1250,992,1892,"ATP6V0A1"
682,1029,541,1081,686,852,736,1252,"PIAS1"
841,1491,564,1647,810,1130,797,1662,"SLC4A7"
425,1013,349,982,486,571,489,1383,"APBA2"
1717,2106,1832,2486,2002,2222,2020,3131,"MAP2K3"
0,0,0,0,0,0,0,0,"EFCAB1"
23026,43441,24169,48180,27422,32122,27927,54860,"TMSB10"
113,187,86,229,135,137,94,270,"ASTE1"
1940,3062,1733,3578,2900,2508,2241,3592,"RNF19A"
694,1255,554,1249,757,846,752,1652,"PEX3"
673,1108,649,1104,717,870,689,1440,"GABARAPL2"
0,0,0,0,0,0,0,0,"MYOC"
1888,4122,1595,4299,2131,2622,1763,4479,"SH3YL1"
1368,2438,1295,2493,1500,1708,1452,3464,"FAM136A"
6468,10920,4739,12710,6333,8738,7106,14057,"VCL"
0,0,0,0,0,0,0,0,"DEPDC1B"
373,1210,324,642,458,417,273,888,"DAPK2"
571,1177,434,1243,608,697,585,1592,"NSMAF"
2327,4256,1902,4466,2363,3170,2500,5193,"ADSS2"
1,0,1,2,8,3,6,1,"STAP1"
2036,2426,2065,2760,1901,2580,2269,3665,"TIMP2"
1239,2847,890,2744,1213,1532,1193,3046,"RFC1"
973,1623,768,1887,1114,1349,1003,2205,"TBC1D23"
1662,2132,1407,2348,1643,1912,1947,3140,"CUL3"
16,34,8,26,18,21,18,21,"MYOM2"
0,0,0,0,0,0,0,0,"OTC"
13,39,24,49,27,24,24,40,"CYP46A1"
1260,2114,962,2254,1307,1716,1327,2787,"AC118549.1"
0,0,0,0,1,1,1,0,"SLC18A1"
385,360,363,429,288,463,428,592,"USP2"
0,0,0,0,0,0,0,0,"CASR"
286,326,259,313,274,305,260,475,"TUBG2"
436,769,437,760,439,608,464,1118,"RPL26L1"
52,13,33,24,54,52,48,36,"FLT4"
4033,5361,3226,6629,3868,4872,4307,7703,"NSUN2"
536,971,466,956,559,737,565,1230,"FBXO42"
395,595,211,714,291,476,395,856,"MFAP3"
806,1558,708,1487,980,1029,761,1796,"MRI1"
255,314,220,341,263,323,264,443,"METTL1"
241,109,184,198,133,307,243,246,"HOXC8"
197,327,143,299,217,194,176,301,"AGA"
543,1180,409,1067,628,590,469,1170,"PI4K2B"
324,591,242,657,319,458,363,716,"BOD1L1"
614,909,417,1039,669,760,565,1219,"MAT2B"
0,0,1,0,2,3,1,2,"TLL1"
2345,3733,2051,3639,2561,2958,2324,4552,"EDC4"
5645,12993,4409,14224,5723,7279,6601,14615,"TRIO"
431,473,374,961,334,438,499,962,"VCAN"
934,1186,657,1260,906,1284,928,1576,"CLEC16A"
4,0,1,3,2,2,4,0,"MSR1"
10177,17187,7640,17309,10009,13455,11654,21232,"CDH1"
693,1241,533,1349,777,839,743,1712,"MTREX"
217,646,162,626,263,353,264,552,"DNAH5"
591,997,369,1291,562,743,613,1382,"ZFYVE16"
2468,3510,2398,3771,2801,3363,2575,4432,"RIPOR1"
0,0,1,0,0,1,0,1,"C6"
1059,1855,706,1901,1029,1383,982,2183,"RAI14"
12,12,8,25,19,13,24,22,"SOX30"
955,1636,1076,1305,1190,1249,942,1816,"PNKP"
3,1,3,1,1,1,4,4,"BEST2"
346,577,259,829,343,421,380,860,"PHLPP2"
564,1114,402,1021,573,757,672,1345,"SPDL1"
318,683,219,635,330,454,317,748,"STAU2"
282,357,251,351,297,305,254,470,"SLC66A1"
308,317,292,352,294,337,288,512,"CTNS"
273,650,285,589,295,396,268,707,"RTN4R"
881,1045,784,1345,888,1215,971,1568,"PHF23"
1,0,1,0,0,0,1,0,"CDH10"
855,1389,540,1349,705,1015,809,1727,"INPP4A"
391,743,232,831,356,440,326,821,"RAB27B"
1799,2894,1478,2988,1954,2225,1947,4277,"PSMA4"
103,80,84,70,101,93,78,80,"MYO16"
5073,6823,4012,7185,4956,6565,5202,9251,"LSG1"
382,469,264,341,383,296,248,329,"PARP3"
5475,2682,3141,4595,4135,6924,7864,4825,"TNC"
282,340,257,387,297,339,289,591,"THAP3"
78,39,52,34,92,98,59,43,"RIPOR3"
621,1009,451,1059,613,724,708,1376,"TDP1"
587,1045,549,1112,723,767,703,1408,"AIFM2"
0,0,1,0,0,0,0,0,"C2orf83"
103,192,72,216,113,159,124,267,"SPATA7"
188,315,154,288,206,220,182,408,"MED17"
1221,2039,1203,2281,1356,1591,1333,2930,"RETSAT"
3969,6860,3413,6630,4433,5157,4117,7117,"CAPG"
968,1769,1075,1780,1204,1281,1084,2441,"AP2S1"
0,0,0,0,1,0,4,0,"USH2A"
1,2,2,4,1,1,4,4,"ZPBP"
1,1,8,3,4,7,4,1,"TG"
16,29,11,38,16,14,12,21,"ADAM28"
1086,3762,1164,3590,1387,1323,1104,3801,"BARX2"
1508,2717,1160,2853,1614,2055,1590,3391,"DCUN1D1"
591,818,468,721,659,683,540,825,"JADE2"
5,0,3,1,2,0,2,2,"ZIC2"
4,2,9,3,15,11,7,3,"LCP2"
768,1238,674,1173,833,1004,796,1618,"TRIT1"
42,6,33,12,10,9,16,31,"ADRB1"
0,0,0,0,0,0,0,0,"GUCA2B"
1073,1905,1018,1822,1272,1479,1151,2235,"CUL7"
7918,15943,6227,15793,8349,10828,8236,18586,"CTNNA1"
642,1398,514,1383,662,869,630,1855,"PHKA2"
284,626,186,523,280,365,262,729,"CNTLN"
8,1,5,1,3,18,38,0,"EPHA3"
21170,17864,9505,24177,12815,27215,19984,19452,"HSPA5"
4730,9516,3448,9686,4449,6018,4701,10000,"DSG2"
114,221,80,210,118,177,104,265,"GEMIN8"
745,1274,572,1280,772,919,772,1722,"OFD1"
611,959,558,1049,660,789,678,1463,"GPM6B"
0,0,0,0,1,0,0,0,"MAGEC2"
0,0,0,2,1,0,0,0,"PREX2"
239,368,189,428,239,296,245,492,"WDR37"
659,1515,487,1741,713,942,795,1785,"YTHDC2"
637,1209,545,1227,690,795,672,1584,"CTPS2"
529,704,510,720,645,669,565,1036,"ATP6V1H"
1419,2685,1143,3009,1552,1799,1512,4046,"POLR2B"
456,783,348,769,477,623,436,862,"FAM214A"
216,284,118,309,171,214,186,331,"ARAP2"
4153,7398,3094,7900,4203,5436,3992,10075,"TPR"
870,386,548,255,1010,994,288,217,"CP"
605,909,565,987,672,810,680,1361,"KIAA0556"
299,414,284,398,297,359,280,522,"DTNBP1"
354,588,244,602,322,418,329,738,"XK"
44,38,43,37,54,60,25,34,"ANO2"
1122,1732,815,1821,1209,1585,1191,2320,"C12orf4"
24,20,19,122,19,28,38,135,"SCML1"
1504,2704,1046,2738,1545,1985,1620,3684,"WWC3"
9,12,4,23,5,6,17,18,"ARHGAP6"
29,47,36,53,29,25,40,85,"FAM184B"
8836,16962,7167,16092,9017,11579,9689,20343,"MAP4"
773,1200,563,1390,752,1051,751,1609,"GOPC"
1,0,0,0,1,0,4,0,"ROS1"
1160,1369,708,1818,1003,1298,1052,1998,"USP28"
488,612,361,761,549,626,507,681,"HDAC9"
2279,3506,2153,3602,2434,2863,2181,4276,"TSPAN17"
1001,1388,879,1579,1008,1288,1148,2341,"NOP16"
243,435,164,423,244,314,206,585,"CC2D2A"
365,666,302,859,411,549,390,978,"RRM2B"
575,797,490,992,572,740,632,1069,"ZNF800"
0,0,0,0,0,0,1,0,"TNFRSF17"
394,676,257,610,305,428,374,782,"SNX29"
9,6,4,2,6,7,5,5,"LMO3"
876,1314,798,1243,948,1043,947,1582,"MRPS10"
0,0,0,0,0,0,0,0,"GUCA1A"
900,1558,689,1807,856,1098,905,2005,"RSF1"
797,1491,590,1504,750,1004,795,1722,"VPS13D"
1839,2848,1412,3222,1921,2190,2073,2905,"CELF2"
8966,16168,6779,17355,8800,11396,10000,21137,"FAM120A"
1413,2720,1015,2791,1494,2001,1674,3881,"R3HDM1"
2532,5627,2390,4947,3241,3503,2564,5519,"COL9A2"
158,251,115,276,140,184,178,289,"KITLG"
65,135,70,147,92,108,73,199,"ERCC8"
60,37,46,41,35,52,64,43,"ADAMTS6"
1396,3078,1265,2586,1700,1839,1311,2519,"H6PD"
1919,3265,1822,3405,2414,2592,2091,4011,"VAMP3"
224,390,145,469,199,369,264,535,"PER3"
0,0,0,0,0,0,0,0,"UTS2"
34,2,24,3,30,27,34,5,"TNFRSF9"
352,613,365,552,333,527,433,842,"EPN3"
2597,6744,1780,6929,2870,3910,2319,6868,"LTBP1"
2044,2653,1517,3199,2004,2502,1854,3546,"RCN1"
120,144,135,148,157,157,145,135,"ELN"
1289,2057,1251,1880,1461,1566,1449,2554,"RFC2"
5546,10000,3594,10278,5301,7204,5625,12176,"ARID1B"
2944,3389,2593,4309,2866,3490,2971,5097,"CLPTM1L"
1420,3044,1259,3122,1765,2012,1598,3493,"NEDD4L"
12,14,11,12,18,8,13,18,"FOXP3"
160,340,192,311,197,265,192,478,"PPP1R3F"
1361,1902,1198,1747,1435,1652,1249,2268,"HEXB"
264,378,181,450,224,287,228,484,"PTCD2"
100,285,85,278,105,151,98,274,"NEXMIF"
556,1047,530,1097,639,821,550,1329,"JKAMP"
25,19,25,36,16,32,37,39,"DKK3"
669,1164,528,1125,709,899,573,1298,"ARHGEF5"
1312,1668,905,1934,1523,1530,1297,2213,"NFE2L3"
954,1652,826,1820,1060,1170,979,2247,"MCUR1"
457,994,326,981,448,673,458,1149,"LIMA1"
1053,1603,882,1412,1086,1260,937,1903,"LETMD1"
11,13,5,24,17,22,7,14,"SLC4A8"
262,235,227,247,283,318,274,309,"LAMC3"
7,1,2,3,2,6,7,1,"PTGER3"
10,6,11,2,36,13,28,3,"TNIP3"
1112,2484,942,2503,1120,1410,1147,2934,"MAPK9"
3,5,2,4,5,3,5,1,"COL23A1"
520,640,519,634,605,616,529,806,"BCAR1"
978,1505,864,1392,1004,1210,937,1806,"FAM160A2"
1620,2578,1511,2565,1851,1896,1530,2978,"HERPUD1"
1081,1659,937,1831,1245,1387,1212,2189,"HOMER3"
339,367,277,457,330,432,391,581,"RAD51"
417,417,224,372,331,502,452,484,"POLQ"
811,1908,586,2034,767,1184,927,2276,"PIK3CB"
2703,3653,2839,3697,3208,3342,2689,4543,"CYBA"
281,514,261,466,301,366,367,708,"THOC3"
5323,13759,4546,13887,6005,7976,5776,16005,"HEBP2"
305,510,151,561,236,385,301,670,"MPHOSPH9"
927,2271,641,2239,1060,1347,887,2409,"PLEKHA5"
1600,3393,1517,3123,1896,2099,1507,3748,"PRSS8"
1277,2193,789,2745,1294,1694,1284,3094,"SIKE1"
676,812,642,1029,802,852,754,1242,"RRP12"
248,540,188,612,207,326,296,656,"FNIP2"
206,1118,183,1378,235,264,220,1560,"MSMO1"
1758,2999,1387,3365,1882,2108,1606,3577,"TTC17"
25,8,12,5,24,19,16,6,"ALX4"
1,1,0,0,1,0,0,0,"FSTL4"
710,1311,467,1596,571,804,680,1964,"FOXN3"
0,0,0,1,0,1,0,0,"METTL24"
652,1225,598,1188,720,826,672,1515,"AKR7A2"
1154,1762,1158,1834,1211,1615,1433,2517,"MRTO4"
5,1,9,2,4,0,2,2,"NNAT"
561,962,606,853,713,796,650,1080,"USE1"
21,16,19,25,15,33,20,39,"MCF2L2"
0,3,0,1,1,1,1,2,"NRIP2"
210,295,128,354,198,227,189,233,"LAMA3"
675,1156,526,1311,789,1093,681,1539,"AP5M1"
344,636,263,660,391,428,350,756,"ANAPC4"
61,70,56,41,74,62,27,27,"KCNQ1"
1570,2626,1333,2648,1701,2129,1626,3710,"TRAPPC3"
4430,6711,3555,7391,4319,5320,4593,9359,"THRAP3"
1746,3260,1843,2884,2182,2338,1770,3666,"PHPT1"
782,1883,805,1692,937,1180,806,2188,"ENTPD2"
385,607,356,544,470,561,377,583,"LY75"
902,1347,603,1712,882,1065,972,1892,"ARID4B"
170,205,144,355,174,243,171,368,"OPN3"
495,818,383,762,531,716,498,1064,"SDCCAG8"
3,2,0,7,4,1,10,2,"PTPRN"
100,128,94,135,103,126,77,159,"HHAT"
1895,3501,1353,4111,1795,2149,1924,4233,"KIF1B"
2586,4957,1793,3507,2790,2866,2080,4788,"FOXC1"
482,1019,455,832,581,645,486,1149,"TBC1D22A"
3045,5635,2199,6022,3024,4635,3052,7044,"SYNE2"
657,1217,499,1259,680,1008,667,1618,"PLEKHH1"
3634,7123,2313,7107,2892,4119,3055,7336,"ATP9A"
1,0,0,0,1,0,0,0,"SPO11"
0,0,0,0,0,1,0,0,"CBLN4"
1,1,1,0,2,4,1,0,"CHRDL2"
1736,3951,1363,3661,1675,2304,1647,4372,"FAM168A"
409,558,384,540,455,482,435,735,"RELT"
321,749,257,608,381,413,299,731,"GALC"
2030,3289,1581,3625,2146,2467,2289,4584,"NOP58"
3029,5100,3048,5271,3511,4024,3568,6637,"SZRD1"
78,34,87,58,106,89,98,78,"KCNH2"
2469,4242,1885,3885,2449,3239,2369,5419,"CUL1"
219,369,155,409,202,291,212,464,"FAM114A2"
642,1597,583,1536,675,779,788,1735,"CYFIP2"
3045,4950,2323,5201,3164,3624,3085,5823,"TAB2"
1094,1605,1136,1663,1232,1431,1054,2026,"GINM1"
8803,5066,4643,4924,8331,7923,6539,5449,"EIF2AK2"
1609,2002,1487,2237,1470,1947,1641,2923,"USP36"
1581,2704,1084,2344,1369,1832,1329,2963,"KMT2C"
537,658,374,889,510,608,475,1034,"MCOLN3"
2,0,5,0,1,0,4,2,"CCDC85A"
3946,6668,2726,7283,3821,4580,3925,8666,"PUM2"
255,476,258,421,281,325,250,476,"MRPL43"
7,6,10,7,5,3,4,14,"ITIH4"
1,0,0,0,0,0,0,0,"ITIH1"
179,268,156,278,194,195,183,349,"HPF1"
2766,4028,1830,4892,2466,3664,2955,5220,"ZFR"
209,285,144,300,208,253,196,383,"ZNF280C"
0,0,0,0,0,0,1,0,"NPFFR2"
2,0,2,0,2,3,1,2,"PHF21B"
932,923,604,964,965,953,848,1015,"TRAF1"
1796,2541,1613,3087,1924,2180,2000,3983,"RC3H2"
655,881,501,893,573,768,677,1135,"IL17RB"
1028,1680,827,1701,1055,1280,1038,2110,"TRAF3IP2"
114,267,131,228,133,155,78,297,"GYG2"
790,1638,595,1904,824,1249,937,2255,"DCBLD2"
1,0,2,0,0,2,1,0,"SERPINB3"
2293,3788,1865,4276,2503,3211,2532,4948,"SOAT1"
832,2044,573,2367,901,1255,909,2634,"PKP2"
22,81,15,66,13,48,17,78,"MSH4"
14,8,12,7,5,30,14,6,"F7"
8321,15760,6932,16881,9732,11748,9521,19842,"GDI2"
116,26,82,33,108,67,107,44,"PRDM1"
1142,1838,936,1806,1237,1503,1261,2357,"ATG5"
104,182,61,146,68,111,78,137,"TMCC3"
689,1153,654,1251,817,910,852,1624,"PITHD1"
1038,1888,880,1883,1216,1411,1093,2240,"MTA3"
1399,2732,1110,2851,1454,1809,1407,3602,"USP13"
1296,2638,1082,3401,1364,1778,1468,3618,"ATP11B"
3900,5157,2723,5625,3906,4709,3867,5505,"LAMC2"
384,636,227,774,374,584,451,979,"CDK14"
6896,8869,5522,9670,6676,8565,6809,11086,"SEC61A1"
919,1487,674,1764,982,1120,1042,2060,"PPP1R12A"
246,557,171,623,300,398,269,704,"RASGRF1"
34,69,41,54,48,37,28,57,"CAMK2B"
553,916,508,832,653,661,591,1149,"CROCC"
1323,1577,1042,1927,1213,1659,1346,2509,"POLR3E"
3425,6634,2012,8090,2850,4253,3453,7201,"ATP2B4"
8,6,0,9,3,9,7,8,"ZC3H11A"
348,556,257,543,413,439,346,695,"RIOK2"
577,969,490,988,684,792,550,1151,"YIPF1"
2029,3062,1554,3112,1954,2572,2188,4174,"NDC1"
19,10,18,15,12,9,17,12,"DGKG"
443,766,388,689,442,531,437,938,"FLYWCH1"
521,876,625,771,763,858,692,1130,"UNKL"
23,30,36,46,32,47,39,47,"TBXAS1"
1452,656,915,660,1469,1273,1032,613,"PARP12"
1195,2374,996,2569,1367,1579,1375,2910,"ALDH18A1"
1691,3794,1154,3453,1894,2118,1659,4181,"TARBP1"
205,343,150,339,199,248,172,482,"GATB"
960,1037,681,1016,883,942,795,1246,"MXD1"
400,495,333,577,441,467,381,595,"CDK17"
319,477,250,516,360,401,280,552,"DNAJC25"
9,56,12,29,19,25,9,38,"SLC2A3"
15,17,16,20,18,13,24,25,"PSD"
500,741,497,769,530,713,524,956,"CTDP1"
10915,17850,9382,20765,12160,14896,12167,27112,"YBX3"
738,1131,624,1187,956,836,680,1188,"STYK1"
8235,14704,5375,17353,7608,10595,9079,17824,"WNK1"
0,0,0,0,0,0,0,1,"RPS17P5"
2551,3725,1772,4351,2447,3244,2927,5265,"CCAR1"
2911,2630,2389,2748,3251,3084,2453,3773,"OGFR"
1280,1552,1326,1866,1510,1668,1371,2062,"GNA15"
3,0,0,1,0,1,0,0,"CREB3L3"
223,351,202,363,243,253,227,432,"PIGV"
2018,3738,1838,3394,2406,2931,1510,3237,"PTPRU"
1189,2028,961,2054,1304,1455,1276,2799,"SNRNP40"
4,10,3,4,5,4,2,8,"RIMBP2"
46,25,63,61,57,97,124,71,"COL11A1"
1802,3357,1362,3910,1916,2425,1961,4346,"QSER1"
866,1625,716,1587,1039,1282,844,1857,"MPC1"
852,1459,914,1327,974,1134,929,1693,"ACAA1"
527,928,279,1292,460,773,597,1610,"BCAT1"
2259,3784,2336,3586,2889,2835,2279,4294,"HDAC7"
238,519,137,408,174,318,197,509,"LZTS1"
5,3,11,3,9,11,6,8,"PRDM6"
0,0,1,0,0,0,0,0,"WNT8A"
43,123,38,57,48,55,36,96,"SPAG4"
4912,9268,3753,10187,4983,6433,5231,11803,"NCKAP1"
894,1500,766,1674,1064,1222,1039,2150,"MRPS35"
175,128,140,193,185,295,239,198,"GUCY1B1"
1197,1925,849,1794,1196,1478,1236,2418,"SFSWAP"
6992,14519,7229,13701,7961,9084,7120,18131,"TNK2"
685,1130,500,1350,708,874,640,1532,"MON2"
13149,12965,10417,15142,13177,15219,12401,17395,"CDH3"
1,0,0,0,0,1,1,1,"ARSF"
1250,1535,1104,1667,1332,1390,1301,2158,"GPBP1"
1408,1748,1207,1642,1010,1502,1293,2179,"DGAT2"
137,174,61,217,123,144,108,244,"ZNF112"
4168,6943,3826,7216,4570,5358,4646,9417,"CS"
198,278,210,485,252,355,231,386,"LTK"
20,13,13,22,34,26,21,29,"MRPS24"
748,718,493,860,704,816,657,1093,"ELMO2"
1775,2667,1364,3257,1804,2143,1899,3664,"WAPL"
2320,3439,1833,2876,2456,2810,2189,3384,"VMP1"
848,1514,594,1679,1018,1233,903,1858,"APPBP2"
1254,1557,1153,1558,1327,1616,1389,2272,"POLD1"
0,2,1,1,3,2,2,0,"SEZ6"
4724,10535,3869,10881,4702,6696,5131,14607,"EIF4B"
433,798,412,606,502,560,475,909,"SLC6A16"
834,1374,845,1283,980,1018,890,1766,"BICRA"
350,567,292,511,370,410,357,678,"SPHK2"
4054,9550,4344,8911,4944,5841,4612,11208,"RPL18"
163,168,125,260,183,187,141,244,"CA11"
460,716,514,767,581,614,562,1047,"ISOC2"
5653,8149,5255,8876,5981,7243,6479,11926,"U2AF2"
2371,3738,2179,3591,2690,3325,2640,4462,"EPN1"
838,1246,752,1313,940,1058,867,1590,"MED29"
13,21,8,15,17,11,8,25,"AHRR"
1,0,0,0,1,0,0,0,"GSC2"
860,1756,608,1814,827,1069,868,2013,"ZNF275"
2903,4947,2301,5051,3109,3662,2878,5928,"MTMR1"
1585,3213,1661,3045,1691,2316,1584,3702,"GPC1"
140,202,144,223,186,255,185,291,"ADCK1"
354,598,294,611,369,461,344,816,"HAGH"
838,1203,765,1355,918,995,922,1635,"RNF4"
675,769,466,686,675,834,650,764,"CASP8"
396,711,287,785,416,593,368,775,"LIMCH1"
860,1652,700,1791,1024,1252,1024,2399,"INTS13"
1789,3010,1340,3489,2072,2577,2084,4152,"TM7SF3"
125,137,121,124,130,172,134,254,"DLX3"
119,253,103,257,142,170,127,310,"SPA17"
0,0,0,0,0,3,1,0,"TSPAN32"
3,1,2,0,2,2,2,3,"CCN5"
0,0,0,0,0,0,0,0,"DMRT3"
533,1041,395,1097,533,648,531,1168,"ST3GAL6"
424,863,314,800,393,529,415,803,"ATP2C2"
8,1,2,0,4,6,14,2,"NGFR"
159,342,108,466,145,224,178,421,"CDON"
1262,2439,862,2897,1290,1757,1535,3410,"TAF2"
2195,4030,1320,4575,1666,2241,2167,4897,"HIPK2"
2449,4359,1806,4592,2268,3083,2450,5235,"TNPO3"
5,4,6,0,6,2,4,7,"BORCS8-MEF2B"
1240,1750,1214,1780,1469,1463,1266,2266,"RFXANK"
1014,1390,1025,1579,1060,1300,1132,2225,"TMEM161A"
1284,2013,1263,2097,1420,1774,1374,2646,"LPAR2"
2985,3334,2760,3394,3209,3452,2725,4247,"CTSA"
4519,7104,3503,7350,4202,5397,4607,9480,"SUGP2"
946,1399,662,1765,1059,1324,917,1612,"SLC12A2"
111,325,123,324,138,160,123,410,"SNX24"
596,856,587,1010,574,839,627,1325,"EYA2"
3434,4433,3140,5632,3885,5037,4326,6845,"CNN2"
1015,1316,987,1098,1207,1389,929,1285,"ABCA7"
16,2,10,3,30,19,13,4,"SNCAIP"
625,1033,533,1161,848,944,822,1351,"DDX20"
1490,3021,1243,2940,1618,1949,1601,3590,"BTBD1"
609,1269,426,1497,652,850,652,1714,"FAR2"
4,19,15,17,15,17,6,20,"BCAS1"
0,0,0,0,0,0,0,0,"POU1F1"
5742,2374,3118,1917,5226,4836,3360,1885,"CHI3L2"
4621,6770,4212,6384,5070,5792,4631,9388,"SBNO2"
617,1130,508,1344,707,925,688,1558,"PMS1"
3688,7302,3631,6721,4287,5350,4163,8311,"HMG20B"
39,38,20,37,37,28,21,40,"CALCRL"
795,1300,688,1279,924,934,846,1751,"TAF11"
1443,2134,1203,2708,1458,1930,1583,3291,"ANKS1A"
6527,9515,5774,10003,7352,8558,7061,12131,"AP3D1"
896,1546,760,1519,1093,1068,815,1967,"ZNF76"
1083,1107,1063,1309,962,1325,1077,1863,"SLC9A3R2"
288,514,316,566,376,402,357,764,"NTHL1"
538,865,316,972,481,510,464,973,"UHRF1BP1"
1991,3882,1782,4246,2518,2964,2457,5137,"GNAI3"
2372,4867,1793,5151,2362,3026,2625,6465,"IPO5"
3246,6218,2747,6291,3450,4540,3527,8134,"OAT"
2083,3194,1440,3360,1916,2723,2230,4499,"WDR3"
1561,2543,1079,3359,1606,2240,1758,3875,"PKN2"
1279,1955,1243,1929,1493,1618,1288,2676,"WDR18"
950,993,631,1169,804,1054,900,1341,"TRAM2"
3771,4838,2982,4492,3780,4873,3560,5543,"NTN1"
183,231,143,291,247,388,245,203,"GLP2R"
846,971,566,1112,790,1000,1077,1595,"MCM10"
673,1268,648,1402,777,1034,644,1325,"DGKA"
4805,8994,3975,8679,4892,6022,4231,10303,"ERBB3"
319,707,319,693,354,385,293,912,"ROPN1"
78,145,62,146,85,117,74,125,"ANKRD44"
2984,5266,2601,5615,3354,3998,3249,7223,"KARS1"
322,539,244,492,290,358,332,584,"ADAT1"
656,879,572,932,677,827,687,1007,"PDIA5"
607,877,536,1075,723,809,646,1284,"TBC1D22B"
1126,2099,1027,2132,1344,1506,1210,2850,"NDUFB4"
3036,4936,2085,5486,2600,3182,2862,5737,"SPEN"
233,311,225,378,202,293,279,478,"MYLK"
2365,3382,1755,3959,2435,2987,2398,4774,"ZC3H15"
588,857,548,887,654,722,594,1095,"MAP2K4"
283,419,221,385,243,277,244,530,"PACC1"
4,3,2,1,2,2,3,2,"SNAP91"
511,1189,354,1103,478,631,504,1268,"SLK"
329,711,289,711,428,499,401,928,"CYB5R4"
1,4,5,3,5,10,2,4,"COL17A1"
349,651,246,583,348,373,335,758,"GSTO2"
229,296,190,260,273,279,217,398,"SEC61A2"
1,0,0,0,1,0,1,0,"PRKCQ"
1956,3540,1652,3858,2451,3245,1984,4521,"TLE2"
862,1678,707,1859,888,1197,943,2455,"ASB1"
1197,2745,952,2616,1291,1622,1411,2671,"FAM107B"
468,915,364,1120,417,627,536,1425,"ME1"
2406,4935,2162,5028,2812,3378,2709,5997,"TBC1D1"
1222,1740,935,1994,1163,1524,1363,2494,"CDK13"
2010,2384,1451,2611,1927,2496,2296,3265,"MTHFD2"
843,1435,631,1665,873,1082,949,1860,"SLC9A7"
1635,3126,1455,3028,1784,2204,1770,3971,"FOXJ2"
22902,36811,21872,41718,23942,30740,28694,55001,"YBX1"
1025,1264,897,1415,1174,1429,989,1644,"PDE4A"
1381,1631,1054,1642,998,1154,911,2107,"PPP2R5A"
0,0,0,3,0,0,0,0,"CTNNA2"
2926,4827,2428,4788,3087,3828,3140,6459,"ELAVL1"
2,3,5,4,5,0,3,3,"TIE1"
1112,2136,782,2299,1056,1378,1259,2432,"DIP2B"
1696,2748,1517,2674,1788,2050,1785,3446,"SMARCD1"
851,1090,629,1062,847,1062,845,1424,"KDM4A"
1307,1854,1147,1891,1370,1574,1334,2315,"NFYC"
9,13,7,15,18,16,11,13,"ZMYND12"
2,11,12,15,3,11,11,32,"SLC9A3"
272,573,300,493,340,492,246,558,"NGEF"
2271,3524,1634,3709,2302,3469,2823,4934,"ASPM"
0,0,0,0,1,0,0,0,"CD84"
1773,3629,1925,4000,1968,2395,1895,4942,"ELOVL1"
429,92,522,102,623,476,605,162,"SPI1"
102,196,93,159,141,146,117,257,"ZNRD1"
9,23,14,24,16,24,14,8,"MPPED2"
0,0,0,0,0,0,0,0,"CLDN18"
796,1177,536,1489,713,1079,853,1691,"ZBTB11"
444,715,294,750,518,542,396,894,"ATXN3"
1387,2286,1102,2341,1485,1841,1607,2782,"GOLGA5"
2107,3770,1655,3311,2591,3209,1923,4587,"FGFR2"
591,1179,432,1288,605,929,692,1570,"LRRC40"
435,702,405,858,476,635,448,1182,"ISOC1"
306,633,262,566,380,461,301,669,"EML1"
915,1724,813,1455,1176,952,862,2075,"TRMT11"
657,835,525,1131,700,917,682,1373,"THUMPD1"
629,1213,556,1311,693,801,725,1742,"MSANTD3"
11,6,11,17,16,23,24,13,"KIF26A"
566,983,399,1222,534,694,578,1227,"ATG2B"
1078,2086,819,2326,1069,1286,1102,2246,"ARFGEF1"
0,0,1,0,1,0,1,1,"ACSM2B"
331,652,242,567,331,474,354,793,"ZFAT"
563,961,470,1020,638,732,687,1272,"MTFR1"
24,43,24,36,36,33,19,45,"STAG3"
440,945,435,824,511,534,461,1059,"FECH"
464,887,379,976,420,593,484,1125,"MYO9A"
19,10,14,9,31,21,29,15,"DDX3Y"
2281,5947,2064,5327,2662,2940,2584,6863,"PFKP"
169,992,164,1046,187,246,197,1589,"IDI1"
3424,2274,1854,2083,3237,3021,2469,2106,"SP100"
4867,11616,4106,8221,6219,6038,4636,11658,"KLF6"
112,145,120,146,122,133,118,177,"PLPP1"
174,44,298,79,159,180,349,123,"NEO1"
2631,4314,1941,4686,2751,3793,2499,4697,"TRAM1"
982,1876,579,2008,810,1107,904,2360,"PHKA1"
3786,4822,3569,5514,4405,4910,3583,5834,"TNFRSF1A"
356,607,345,557,454,478,362,609,"CACNB1"
134,306,102,378,212,246,222,450,"EVI5"
430,366,380,300,474,489,392,364,"STOML1"
15441,38571,13672,34429,16386,20590,17794,42687,"PKM"
220,431,153,473,213,277,224,552,"DHX29"
1321,2272,1036,2320,1527,2043,1607,3095,"DNTTIP2"
372,570,284,552,291,363,332,599,"METTL22"
