"HBCx14_Carboplatin1","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","Symbol"
0,0,0,0,0,"CD200R1L-AS1"
0,0,0,0,0,"TRBV5-2"
0,0,0,0,2,"AC121764.3"
339,225,412,358,301,"ZNF702P"
0,0,0,0,0,"LINC02050"
0,0,0,0,0,"AC104831.1"
34,22,20,35,30,"AC117395.1"
0,0,0,0,0,"AC135999.1"
0,0,0,0,0,"RN7SL299P"
0,0,0,0,0,"AC007849.1"
0,0,0,0,0,"GLYCTK-AS1"
35,26,47,49,48,"AC073842.2"
788,755,990,976,1033,"AP5Z1"
0,0,0,0,0,"RPL26P31"
5,1,1,3,0,"SOX2-OT"
0,0,0,0,0,"MRPL42P6"
0,0,0,0,0,"RN7SL229P"
0,0,1,0,0,"AC113398.1"
0,0,0,0,0,"AC092691.3"
0,0,0,0,0,"RN7SL846P"
0,0,0,0,0,"AC068756.1"
0,0,1,2,0,"RPS26P21"
0,0,0,0,0,"RPL7AP56"
0,0,0,0,0,"MTCO3P35"
1,0,2,0,3,"RPL21P13"
0,0,0,0,0,"KRT8P35"
1,0,0,0,1,"ALDOAP1"
0,0,0,0,0,"RPL23AP68"
22,27,24,31,34,"ZNF709"
0,0,1,0,0,"RN7SL749P"
0,0,0,0,0,"DNM1P24"
0,0,0,0,0,"RN7SL496P"
0,0,0,0,0,"VN1R105P"
0,3,0,0,1,"AC020899.1"
1,0,0,0,3,"RN7SL180P"
190,175,238,222,239,"AL591895.1"
0,0,0,0,0,"RN7SL677P"
0,0,0,0,0,"RN7SL244P"
17,14,20,13,17,"STRC"
0,0,0,0,0,"RBMY1B"
0,1,3,0,4,"RN7SL812P"
0,3,2,2,4,"AC026341.1"
3,2,5,7,1,"RPL5P11"
0,0,0,0,0,"IGHJ3"
0,0,0,0,0,"AL133368.1"
1,0,0,0,0,"RN7SL449P"
0,0,0,0,0,"RN7SL413P"
0,0,0,0,0,"RN7SL634P"
0,0,0,0,0,"RPL7P16"
0,0,1,0,0,"FLNC-AS1"
0,0,0,1,0,"AADACL2-AS1"
0,0,0,0,0,"AC140059.1"
0,0,0,0,0,"RN7SL384P"
0,0,0,0,0,"SNRPGP7"
0,0,0,0,0,"RPL21P104"
0,0,0,0,0,"PLCH1-AS2"
0,0,0,0,0,"RN7SL868P"
0,0,0,0,0,"RPL7P49"
0,0,0,0,0,"RPL30P6"
0,0,1,1,0,"RPL12P7"
0,0,0,0,0,"NKAIN1P1"
0,0,0,0,0,"RPL29P32"
0,0,0,0,0,"EPS15P1"
0,0,0,0,1,"ERVW-1"
1,0,2,0,0,"AC007182.2"
0,3,2,3,7,"RPSAP3"
16,17,25,15,12,"AC139453.1"
0,0,0,0,0,"AC040975.1"
1,1,4,4,2,"FTH1P23"
1,0,0,0,1,"AC026336.1"
0,1,0,0,0,"AC096992.1"
0,2,3,0,1,"AC068522.1"
0,2,2,0,5,"RN7SL233P"
0,0,0,0,0,"AL591242.1"
0,0,0,0,0,"RN7SL177P"
0,0,0,0,0,"PPIAP83"
0,0,0,1,1,"RPS15AP18"
0,0,0,0,0,"CABYRP1"
0,0,0,0,0,"RN7SL50P"
0,0,0,0,0,"RPL21P99"
0,0,0,0,0,"RN7SL332P"
0,0,0,0,0,"RPL13AP23"
0,0,0,0,0,"RPL7P40"
1,1,0,1,0,"FTH1P4"
0,0,0,0,0,"AP000870.1"
0,0,0,0,0,"AL161757.1"
0,0,0,0,0,"RN7SL379P"
0,0,0,0,0,"RN7SL239P"
3,9,9,9,6,"AC005062.1"
0,0,0,0,0,"RN7SL16P"
0,0,0,0,0,"RPL12P35"
1,0,0,0,0,"AL359538.1"
0,0,0,0,0,"RN7SL266P"
1,0,0,1,0,"PTMAP8"
0,0,0,0,0,"RN7SL737P"
0,0,0,0,0,"AC112482.2"
0,0,0,0,0,"AC005486.1"
0,0,0,0,0,"RPL7P39"
0,0,0,0,0,"MARK3P3"
0,0,0,0,0,"UBA52P3"
10,4,8,14,4,"AC012158.1"
0,0,0,0,0,"MTAPP1"
0,0,0,0,0,"RN7SL354P"
0,0,0,0,0,"RN7SL635P"
0,0,0,0,0,"GAPDHP47"
0,0,0,0,0,"RN7SL810P"
0,0,0,0,0,"AL117692.1"
0,0,0,0,0,"RBMY2FP"
0,0,0,0,0,"AC128716.1"
0,0,0,0,0,"FTHL18"
0,0,0,0,0,"RN7SL33P"
0,0,0,0,0,"RPL30P10"
1,0,0,0,0,"RN7SL269P"
0,0,0,0,0,"RPL31P58"
0,0,0,0,0,"GK-AS1"
4,5,14,4,6,"EIF4EBP3"
0,0,0,0,0,"RPL39P33"
0,0,0,0,0,"RN7SL400P"
0,0,0,0,0,"AL359853.2"
0,0,0,0,0,"IGKV3-7"
0,0,0,0,1,"ABCC13"
0,0,0,0,0,"RN7SL842P"
143,147,156,219,185,"ARHGEF26-AS1"
0,0,0,1,2,"AC107032.1"
0,0,0,0,0,"AF186996.3"
0,0,0,0,0,"PRAMEF4"
0,0,0,0,0,"RN7SL519P"
0,0,0,0,0,"AC092894.1"
8,10,7,4,4,"LINC00870"
0,0,0,0,0,"AL390726.1"
0,0,0,0,0,"AC107029.1"
0,5,2,2,3,"AC079203.1"
0,0,0,0,0,"RPL3P10"
0,0,0,0,0,"AC020983.1"
0,1,0,0,0,"RPS3P7"
0,2,3,0,1,"RN7SL452P"
0,0,0,0,0,"MTND4LP14"
4,6,4,9,4,"AC000120.2"
0,0,0,0,0,"RN7SL849P"
1,0,1,2,2,"AC092943.1"
0,0,0,0,0,"AC016304.1"
0,0,0,0,0,"RN7SL643P"
0,0,0,0,0,"RN7SL807P"
0,0,0,0,0,"AC023790.1"
0,0,0,0,0,"PSG11"
0,0,0,0,0,"UGT1A3"
0,0,0,0,0,"RN7SL22P"
2,0,0,3,1,"PSG4"
0,0,0,0,0,"RPL23AP66"
0,0,0,0,4,"AC079760.2"
946,771,1436,1152,1087,"MRPL33"
0,0,0,0,0,"LINC02040"
0,0,1,0,0,"AC106707.1"
0,0,0,0,0,"SYPL1P1"
163,136,201,207,205,"AL162431.1"
1857,1073,2267,1871,1305,"MICAL3"
0,0,0,0,0,"AC093270.3"
0,0,0,0,0,"AC087879.1"
0,0,0,0,0,"AC025033.1"
5,7,8,7,9,"RPS10P28"
0,0,0,0,0,"AC041039.1"
0,0,0,0,0,"RN7SL861P"
0,0,0,0,0,"RPSAP36"
214,137,253,235,215,"AC092944.1"
1,0,2,0,0,"AC110769.1"
4,4,5,4,6,"AC087343.1"
0,0,0,0,0,"CCDC39-AS1"
0,0,0,0,0,"HNRNPA1P17"
0,0,0,0,0,"PRKAR2B-AS1"
0,0,0,0,0,"TUBBP11"
0,0,0,0,0,"TUSC7"
14,15,18,15,17,"AC115223.1"
0,0,0,0,0,"PPAN-P2RY11"
0,0,0,0,0,"AC006159.2"
7,5,7,4,9,"AC006252.1"
0,0,0,0,0,"AC007686.1"
0,0,0,0,0,"RN7SL55P"
1,0,1,0,0,"AC011005.4"
49,33,70,56,62,"PCDHAC2"
0,0,0,2,0,"AC010326.1"
0,0,0,0,0,"GSTA9P"
0,0,0,0,0,"IGKV2-30"
0,0,0,0,0,"AC073130.2"
69,67,97,129,141,"STON1"
1,0,0,0,0,"RPS6P16"
0,0,0,0,0,"RN7SL350P"
25,42,32,32,60,"RPL30P14"
0,0,0,0,0,"MTCO2P29"
0,0,3,1,1,"RN7SL558P"
0,0,0,0,0,"IGKV2D-29"
0,0,1,0,0,"RPL23AP55"
0,2,2,2,2,"RN7SL614P"
0,1,0,1,1,"AC020636.1"
0,0,0,0,0,"RN7SL571P"
0,0,0,0,0,"AC068633.1"
50,38,44,45,54,"PRAF2"
1,0,0,0,0,"AC093663.2"
1,0,0,1,1,"VSIG8"
0,0,0,0,0,"RPS17P14"
47,32,53,55,39,"AGAP13P"
0,0,0,0,0,"IGKV1-12"
1,0,1,0,0,"AC126121.3"
0,0,0,0,0,"AC078828.1"
1,0,0,0,3,"RPL31P61"
234,160,259,219,190,"AC018638.4"
0,0,0,0,0,"AC103987.2"
0,1,3,0,0,"AC008494.1"
0,0,0,0,0,"AC026347.2"
0,0,0,0,0,"POM121L6P"
0,0,0,0,0,"AC093827.1"
0,0,0,0,0,"RN7SL285P"
5,0,6,4,6,"AC106707.2"
0,0,0,0,0,"GUCY2GP"
706,711,938,879,987,"STMP1"
1,0,1,2,0,"FGF14-IT1"
0,0,0,0,0,"LINC01998"
42,29,45,32,36,"PTPRVP"
0,0,0,0,0,"AC083982.1"
0,0,0,0,0,"RN7SL174P"
305,286,432,353,394,"KCTD7"
0,0,0,0,0,"RN7SL307P"
0,0,0,0,0,"RN7SL738P"
0,0,0,0,0,"AC093714.2"
0,0,0,0,0,"RN7SL601P"
0,0,0,0,0,"LINC02045"
0,0,0,0,0,"AL358394.2"
0,0,0,0,0,"RN7SL8P"
0,0,0,0,0,"RPS29P19"
0,0,0,0,0,"AC012123.2"
0,0,0,0,0,"RN7SL815P"
662,648,902,768,954,"EFNA4"
0,0,0,0,0,"RN7SL278P"
0,0,0,0,0,"RN7SL60P"
1,3,1,0,3,"MCCC1-AS1"
0,0,0,0,1,"RN7SL775P"
0,0,0,1,0,"RN7SL173P"
0,0,0,0,0,"RN7SL72P"
0,0,0,0,0,"AC083801.1"
0,0,0,0,0,"RN7SL89P"
85,64,116,74,85,"AC119424.1"
0,0,0,0,0,"AC094085.1"
0,0,0,0,1,"RPL3P3"
0,0,0,0,1,"AC012442.3"
3,0,0,0,0,"AC084198.3"
0,0,0,0,0,"RN7SL141P"
0,0,0,0,0,"AC022973.2"
1,0,2,0,0,"AC090543.3"
0,0,0,0,0,"RPL35AP32"
5,7,10,10,3,"MRPS31P5"
6,3,4,3,0,"PSMD6-AS1"
11,10,15,17,10,"TICAM2"
0,0,0,0,0,"AC107021.1"
0,0,1,1,0,"RPS3AP18"
0,0,0,0,0,"RN7SL734P"
20,12,20,33,23,"RPL23AP49"
2,4,9,2,6,"AC004223.1"
0,0,0,0,0,"RN7SL107P"
0,0,1,0,0,"RN7SL454P"
0,0,0,0,0,"OR7E29P"
1,8,15,6,7,"RPL5P30"
0,0,0,0,0,"AC010973.1"
0,0,0,0,0,"RN7SL370P"
0,0,0,0,0,"LARP1BP2"
0,0,0,0,0,"RN7SL352P"
2,1,2,1,1,"AC106820.1"
0,0,0,0,0,"RN7SL284P"
143,116,205,158,192,"C4orf48"
4,0,1,1,1,"RPS18P13"
0,0,0,0,0,"IGKV1-5"
29,31,33,35,25,"INGX"
0,0,0,0,0,"RPL7P51"
125,107,149,137,144,"NAA80"
0,0,0,0,0,"AOX2P"
121,80,146,135,128,"MNX1-AS1"
4,5,1,1,0,"AMY2A"
0,0,0,0,0,"AC078785.3"
0,0,0,1,0,"MIR1302-2HG"
0,0,0,0,0,"AC068985.2"
0,0,0,0,0,"RN7SL337P"
0,0,0,0,0,"KRTAP10-11"
1,0,0,0,0,"AC082651.3"
0,0,0,0,0,"AC011476.1"
1,0,0,0,0,"GMFBP1"
1,4,1,0,1,"UBA52P5"
0,0,0,0,0,"RPS6P21"
0,0,0,0,0,"AL365232.1"
0,0,0,0,0,"AC090453.1"
1,0,0,1,0,"RPS23P1"
0,0,0,0,0,"RN7SL240P"
0,0,0,0,0,"AC005908.1"
9,9,8,8,3,"AC108688.1"
0,0,0,0,0,"TNFRSF6B"
0,0,0,0,3,"RN7SL111P"
0,0,0,0,0,"RPL32P33"
0,0,0,0,0,"RPL12P40"
0,1,0,0,0,"AC024940.3"
5,5,15,15,12,"AC108729.2"
0,0,0,0,0,"IGLVIVOR22-2"
0,0,0,0,0,"RPL5P33"
0,0,0,0,0,"AC079804.2"
0,0,0,0,0,"RN7SL19P"
1,1,0,5,1,"KC877373.1"
0,1,0,0,0,"RPS26P28"
0,0,0,0,0,"RN7SL649P"
0,0,0,0,0,"RN7SL104P"
0,0,0,0,0,"WFDC6"
2,1,1,0,1,"RN7SL172P"
0,0,0,0,0,"RN7SL108P"
18,24,23,20,32,"HNRNPKP4"
0,0,0,0,0,"RN7SL101P"
0,0,0,0,0,"RN7SL705P"
0,0,1,0,1,"LINC01214"
13,15,14,14,14,"AC004967.1"
0,1,1,1,0,"RN7SL364P"
2,0,0,1,1,"RN7SL838P"
115,225,138,196,261,"UPK3B"
0,0,0,0,0,"AC020779.1"
0,0,0,0,0,"LINC02017"
0,0,0,0,0,"AC006148.2"
0,0,0,0,0,"RPS29P25"
0,0,0,0,0,"AC068769.1"
0,0,0,0,0,"RN7SL282P"
24,45,38,52,46,"RPL17P22"
0,0,0,0,0,"LINC02049"
0,0,0,0,0,"AC130509.1"
0,0,0,0,0,"RPL12P24"
0,0,2,0,0,"RPL35AP26"
0,0,0,1,1,"RPS2P44"
0,0,1,0,0,"AL513523.6"
0,0,0,0,2,"AC092957.1"
0,0,0,0,0,"AC003989.2"
0,0,0,0,0,"SMIM34A"
23,21,33,36,25,"LINC00880"
0,0,0,0,0,"RN7SL542P"
0,0,0,0,0,"AC091804.1"
0,0,0,0,0,"AL445493.2"
0,0,0,0,0,"OR13C7"
3,2,3,3,2,"RN7SL526P"
0,0,0,0,0,"TSPY20P"
23,13,35,34,25,"IL10RB"
0,1,0,1,1,"AC109454.1"
0,0,0,0,0,"CFB"
4,1,12,12,7,"RN7SL834P"
0,0,0,0,0,"AC132825.2"
0,0,0,0,0,"MTND5P16"
0,2,0,0,0,"FO393419.3"
101,100,139,121,139,"ZNF487"
0,0,0,0,0,"WBP1LP1"
0,0,1,0,0,"RPS4XP14"
0,0,0,0,0,"RPS29P12"
110,118,162,147,156,"WDR92"
0,0,0,0,0,"RPL34P23"
0,0,0,0,0,"RN7SL761P"
1,0,1,0,0,"RPS3AP40"
2,0,0,0,0,"OR7E66P"
7,5,8,3,6,"AC080013.2"
39,29,25,27,28,"NME2"
221,169,290,268,230,"AC018638.5"
0,0,0,0,0,"RPL37P23"
0,0,0,0,0,"RPLP1P11"
0,0,0,0,0,"AC079594.1"
0,0,0,0,0,"LINC02027"
0,0,0,0,0,"AL353729.1"
24,23,34,11,18,"AC006254.1"
0,0,0,1,0,"AC009108.1"
0,0,0,0,0,"RN7SL598P"
148,124,203,174,171,"DUBR"
0,0,0,0,0,"RN7SL638P"
0,0,0,0,0,"RN7SL105P"
0,0,0,0,0,"AC010531.2"
8,12,11,9,13,"PLA2G4B"
0,1,0,2,2,"LEFTY1"
5,4,6,5,3,"CFAP57"
0,0,0,0,0,"RPL21P116"
0,0,0,0,0,"CACNA2D3-AS1"
627,473,770,720,729,"NPIPB5"
0,0,0,0,0,"RPL21P127"
0,0,0,0,0,"RPL23AP63"
0,0,0,0,0,"RN7SL393P"
27,21,42,27,31,"TTC4"
0,0,0,0,0,"OR5V1"
0,0,0,0,0,"RPL29P3"
0,0,0,0,0,"AC018450.2"
2,4,3,1,6,"RN7SL181P"
67,56,92,119,97,"RPLP0P2"
0,0,0,0,0,"AC016546.1"
212,312,260,306,357,"EEF1A1P10"
0,0,0,0,0,"TMEM35B"
6,13,11,10,21,"HLA-L"
0,0,0,0,0,"RPL35AP15"
1,4,2,3,8,"ST13P15"
0,0,0,0,0,"AC023194.2"
1,3,1,1,0,"AC006547.2"
0,0,1,0,0,"HOTTIP"
0,0,0,0,0,"RN7SL65P"
0,0,0,0,0,"AC010618.1"
0,0,0,0,0,"KIR2DL3"
0,0,1,1,0,"OSTCP1"
1,0,1,2,0,"AP000942.1"
2,0,0,0,6,"AP001086.1"
0,0,0,0,0,"AC092754.2"
0,0,0,0,0,"AL590396.1"
0,0,0,0,0,"RN7SL78P"
4,2,0,2,4,"JMJD7"
0,0,0,0,0,"OR7E89P"
0,0,0,0,0,"SNRPCP10"
1,2,0,0,0,"LINC02044"
6,11,12,6,6,"AC004917.1"
0,0,0,0,0,"PEX5L-AS1"
0,0,0,0,0,"RN7SL461P"
0,3,0,1,2,"AC090589.1"
0,0,0,0,0,"RPL7P18"
0,0,0,1,0,"CFAP61-AS1"
9,15,16,15,13,"APOBEC3D"
0,0,0,0,0,"AC078857.1"
0,0,0,0,0,"RN7SL189P"
4,0,0,0,0,"AC021074.3"
18,27,25,24,30,"RN7SL832P"
0,0,0,0,0,"AC073522.1"
0,1,0,0,1,"RPL12P6"
0,0,0,0,0,"AL355357.1"
2,1,3,0,3,"AC011495.1"
0,0,0,0,0,"AC092865.1"
0,0,0,0,0,"AL109933.2"
0,0,0,0,0,"LINC02000"
16,3,6,8,4,"WDR86-AS1"
2,0,2,0,3,"PSMC1P7"
0,0,0,0,0,"RPL17P33"
0,0,0,0,0,"RN7SL30P"
0,0,0,0,0,"RN7SL610P"
0,0,0,0,0,"CFAP44-AS1"
0,0,0,0,0,"ALDH7A1P3"
1,2,1,3,0,"RN7SL67P"
0,0,0,0,0,"RPL12P5"
0,0,0,0,0,"RN7SL551P"
1,0,1,0,1,"RPL5P17"
0,0,0,0,0,"AC092994.1"
0,0,0,0,0,"RPS3AP50"
0,0,0,0,0,"RN7SL236P"
0,0,1,3,0,"RN7SL487P"
0,0,0,0,0,"RN7SL464P"
0,0,0,0,0,"HMGB1P36"
0,0,0,0,0,"HMGB1P38"
0,0,0,0,0,"RN7SL419P"
121,96,134,125,138,"AC108751.4"
0,0,0,0,0,"AC117440.1"
0,0,0,0,0,"AL355140.1"
0,0,0,0,0,"TRBV8-1"
0,0,0,0,0,"RPS3AP16"
20,17,23,16,19,"OR2A7"
0,0,0,0,0,"RN7SL320P"
0,0,0,0,0,"FP325335.1"
0,0,0,0,0,"AC138057.1"
0,1,0,1,1,"RPSAP5"
0,0,0,0,0,"RN7SL679P"
3,0,1,3,1,"TUBA4B"
0,0,1,0,0,"RN7SL430P"
2,0,0,0,0,"RPL5P14"
5,14,8,22,12,"THAP12P2"
0,0,0,0,0,"AC092183.1"
0,0,0,1,0,"EIF4BP8"
0,0,0,0,0,"RPS26P24"
0,0,0,0,0,"RPS24P18"
29,28,48,31,43,"TIPARP-AS1"
539,439,711,609,694,"MRPS6"
0,0,0,0,0,"AC104784.1"
0,0,0,0,0,"RPS12P21"
0,0,0,0,0,"AC090142.2"
578,454,763,665,652,"ZNF512"
1,1,0,0,1,"AC117386.2"
0,0,0,0,0,"AC078918.1"
0,0,0,0,0,"RN7SL308P"
0,0,0,0,1,"AC073359.1"
0,0,0,1,0,"RN7SL743P"
33,35,37,54,60,"GSTA1"
0,0,0,0,0,"RN7SL647P"
0,0,0,0,0,"RN7SL684P"
1,2,1,6,4,"AL390195.2"
0,0,0,0,0,"PARAL1"
1,2,2,0,1,"RPL23AP65"
6,2,2,4,0,"NBPF5P"
0,0,0,0,0,"RN7SL402P"
0,0,0,0,0,"AC073359.2"
136,170,209,229,221,"PPIEL"
0,4,4,1,0,"VTI1BP1"
0,0,0,0,0,"RN7SL523P"
0,0,0,1,1,"H3P13"
11,3,12,2,4,"RTL9"
1,0,0,0,1,"AC087752.1"
0,0,0,0,0,"RN7SL702P"
0,0,0,0,0,"AC064862.6"
0,0,0,0,0,"ENO1P3"
0,0,1,1,1,"RPS24P17"
71,79,93,92,85,"ACY1"
0,0,0,0,0,"RN7SL447P"
0,0,0,0,0,"AL035660.2"
0,0,0,0,0,"AC006366.1"
0,0,0,0,0,"RPSAP39"
0,0,0,0,1,"RN7SL143P"
0,0,0,0,0,"RPS3AP19"
383,342,501,409,412,"NFS1"
0,0,0,0,0,"RN7SL799P"
6,3,2,3,3,"B3GAT3P1"
0,0,0,0,0,"RPL35P6"
0,0,0,0,0,"RPS2P24"
0,0,0,0,0,"MT1HL1"
0,1,0,0,1,"AC093591.1"
0,0,0,0,0,"LARP7P4"
0,0,0,0,0,"KRTAP19-3"
143,132,218,242,166,"FAM86DP"
0,0,0,0,0,"RPS3AP17"
0,0,0,0,0,"RN7SL228P"
0,0,0,0,0,"RN7SL424P"
0,3,6,3,2,"AC073320.2"
3456,3080,4678,4320,4240,"DDOST"
0,0,0,0,0,"AC008040.3"
5,7,3,1,10,"IL12A-AS1"
51,42,46,55,68,"LINC01011"
0,0,0,0,0,"RPS27P27"
0,0,0,0,0,"RN7SL735P"
260,209,321,310,321,"TMEM199"
0,0,0,0,0,"RPS18P6"
0,0,0,0,0,"DEFB109F"
3,4,1,11,13,"RPL5P24"
0,0,0,0,0,"RPL13AP2"
85,82,115,83,64,"AC007566.1"
0,0,0,0,0,"RN7SL417P"
0,0,0,0,0,"LCE3C"
0,0,0,0,0,"RPS2P41"
2,0,0,0,0,"AC093278.1"
0,0,1,0,3,"AC080128.1"
1,1,1,0,1,"AC104653.2"
0,0,0,0,0,"MARK2P17"
0,0,0,0,0,"RN7SL148P"
5,6,15,21,8,"GSTA2"
1,0,0,0,0,"RPL9P33"
1,1,2,0,2,"RPS4XP6"
0,0,0,0,0,"AC026410.2"
0,0,0,0,0,"RN7SL833P"
0,0,0,0,0,"AL591379.2"
0,0,0,0,0,"AC021205.2"
0,4,2,4,3,"AC110749.1"
0,0,0,0,0,"RPL23AP44"
0,0,1,0,0,"HMGB1P30"
0,0,0,0,0,"RN7SL483P"
0,1,3,0,5,"SPRR2F"
7,4,15,9,13,"RPS4XP17"
0,2,0,0,0,"RPS23P3"
0,0,0,0,0,"HMGN1P10"
0,0,0,0,0,"RN7SL659P"
0,0,0,0,0,"RN7SL250P"
0,0,0,0,0,"RN7SL508P"
0,0,0,0,0,"AC079193.1"
0,0,0,0,0,"DNAJC25-GNG10"
0,0,0,0,0,"IGKV2-28"
12,3,12,10,9,"PDCL3P4"
1,1,1,0,0,"UGT1A7"
0,0,1,0,0,"ATP1B3-AS1"
0,0,0,0,0,"AC078882.1"
0,1,1,1,2,"LINC01322"
0,0,0,0,0,"UBE2Q2P9"
0,0,0,0,0,"RPSAP51"
0,0,0,0,0,"RPS12P20"
0,2,2,0,1,"AL512328.1"
0,0,0,0,0,"RN7SL397P"
0,0,0,0,0,"ATP6V0CP2"
7,0,6,3,4,"AC128688.1"
0,2,0,0,1,"AC106872.3"
27,24,39,35,39,"AC010973.2"
0,3,2,5,6,"WWP1P1"
0,0,0,0,0,"CYP4F34P"
2,0,0,0,1,"EIF4E2P2"
0,0,0,0,0,"Z84488.1"
0,0,0,0,0,"RPS27AP13"
5,5,11,7,9,"FLNB-AS1"
195,232,298,269,358,"P2RY11"
0,0,0,0,0,"AC005532.2"
0,0,0,0,0,"RN7SL120P"
1,5,4,4,2,"PBX2P1"
1,2,2,0,3,"AP003733.1"
51,106,86,77,89,"PPIAP71"
6,3,6,3,5,"AC091153.3"
198,190,231,237,273,"TMEM141"
0,0,0,0,0,"AC113367.1"
0,0,0,0,0,"AC008040.4"
0,0,0,0,0,"RN7SL218P"
0,0,0,0,0,"PPIAP15"
0,0,0,0,0,"RN7SL766P"
62,44,75,57,53,"ARHGEF35-AS1"
0,0,0,0,0,"EIF4EP3"
0,0,0,0,0,"FOXP1-AS1"
0,0,0,0,0,"ZFAND6P1"
0,0,0,0,0,"LINC02016"
0,0,0,1,2,"RPS4XP10"
5,0,5,0,1,"RN7SL81P"
1,0,0,0,0,"TMEM225B"
1,1,0,1,1,"OR7E121P"
0,0,0,0,0,"ILF2P1"
0,0,0,0,0,"LRRC77P"
0,0,0,0,2,"RPL26P35"
0,0,0,0,0,"RN7SL151P"
0,0,0,0,0,"CSPG4P2Y"
1,0,0,1,0,"RN7SL698P"
2,3,1,1,0,"GMCL2"
0,0,0,0,0,"AC103724.1"
0,0,0,0,0,"RN7SL604P"
0,0,0,0,0,"AL133445.1"
0,0,0,0,0,"AC007009.1"
8,6,14,7,7,"IFITM10"
0,0,0,0,1,"RPS3AP42"
0,1,2,1,1,"AC133134.1"
0,0,0,0,0,"ZNF736P8Y"
0,0,0,0,0,"LINC01995"
0,0,0,0,0,"AC063955.1"
0,0,0,0,0,"AC013356.1"
0,0,0,0,0,"RPS29P24"
0,0,0,0,0,"AL645922.1"
1,2,7,4,3,"RN7SL130P"
0,0,0,0,0,"PKD1P1"
0,0,0,0,0,"AP000797.2"
0,0,0,0,0,"AC082651.4"
0,0,0,0,0,"RN7SL597P"
24,19,27,22,33,"SIAH2-AS1"
1,0,1,0,0,"AC090058.1"
2,3,1,3,6,"RPL34P22"
2,0,0,1,1,"AC117394.2"
0,0,0,0,0,"RPL32P29"
0,0,0,0,0,"PGBD4P1"
106,89,124,126,123,"DBNDD2"
0,0,0,0,0,"AP000235.1"
0,1,2,0,2,"ECEL1P2"
0,0,0,0,0,"AC107302.1"
0,0,0,0,0,"RPL23AP73"
0,0,0,1,0,"ITGB5-AS1"
0,0,0,1,2,"RPS3AP35"
0,0,1,0,1,"OR9N1P"
0,0,0,0,0,"RN7SL740P"
0,0,0,0,0,"RPS20P21"
0,0,0,0,0,"RN7SL168P"
0,0,0,0,0,"RN7SL465P"
9,7,9,14,15,"GATA2-AS1"
0,0,0,0,0,"AOX3P"
0,0,0,0,0,"PEX5L-AS2"
159,103,227,194,209,"AL589743.1"
0,0,0,0,0,"RN7SL395P"
0,0,0,0,0,"RN7SL762P"
2,1,3,6,6,"AC093904.3"
25,55,44,57,50,"AC024293.1"
1,0,0,0,0,"RN7SL36P"
0,0,0,0,0,"RN7SL252P"
0,0,0,0,0,"LINC01326"
0,0,0,0,0,"RN7SL814P"
37,23,34,22,35,"AC109992.2"
0,0,0,0,0,"RN7SL845P"
0,0,0,0,0,"UBA52P9"
0,0,0,0,0,"AC008677.2"
1,0,0,0,0,"AL138759.1"
0,0,0,0,0,"RN7SL687P"
0,0,0,0,0,"AJ239322.2"
0,0,0,0,0,"LINC00698"
0,0,2,0,0,"AC104435.2"
0,0,0,0,0,"AC092953.1"
0,0,0,0,0,"AL662791.1"
0,0,0,0,0,"LY6G6D"
0,0,0,0,0,"RN7SL398P"
6,1,2,4,5,"RN7SL145P"
0,0,0,0,0,"AC055758.2"
0,0,0,1,0,"RPL30P7"
0,0,0,0,0,"KRTAP19-7"
1,0,3,4,1,"RPL7P23"
0,0,0,0,0,"PFN1P8"
0,0,0,0,0,"RN7SL423P"
0,0,0,0,0,"RN7SL636P"
0,0,3,0,2,"RPS2P45"
9,7,6,11,10,"AC134772.1"
0,0,0,0,0,"AC007849.2"
27,17,31,32,27,"FAM3D-AS1"
0,0,0,0,0,"RN7SL359P"
0,0,0,0,0,"RN7SL242P"
0,0,0,0,0,"RPS6P22"
0,0,0,0,0,"RN7SL330P"
0,0,0,0,0,"RN7SL869P"
0,0,0,0,0,"RBMY1D"
11,20,14,23,21,"AC116533.1"
0,0,0,0,0,"RN7SL251P"
0,0,0,0,0,"RPS4XP12"
0,0,0,0,0,"RN7SL314P"
0,0,0,0,0,"RN7SL216P"
94,99,111,138,106,"ETV5"
2,0,3,2,2,"KRTAP5-7"
0,0,0,0,0,"RPL23AP56"
0,0,0,0,0,"CFHR1"
0,0,0,0,0,"RPL38P3"
0,0,0,0,0,"RN7SL268P"
0,0,0,0,1,"RPS3AP31"
0,1,0,0,0,"AC104629.1"
0,0,0,0,0,"RPL39P28"
0,0,0,0,0,"AC023050.1"
0,0,0,0,0,"IGKV3-15"
0,0,0,0,0,"AC126182.2"
0,0,0,0,0,"RPL34P21"
0,0,0,0,0,"SPECC1P2"
0,0,0,0,0,"ENO1P1"
0,0,2,0,4,"AC147067.1"
0,0,0,0,0,"LINC02077"
1925,1640,2265,2375,1947,"RBM12"
0,0,0,0,0,"AC107029.2"
2,1,3,1,3,"AC093001.1"
0,0,0,0,0,"AC105918.1"
2,2,2,1,0,"AL137058.1"
0,0,0,0,0,"UGT1A4"
0,0,0,0,0,"ERVFRD-1"
3,1,6,1,2,"OR2A1-AS1"
4,10,8,10,6,"AC005154.2"
0,0,0,0,0,"LILRA6"
2,1,4,3,6,"RPL18P13"
200,161,283,243,262,"SCARF2"
