"Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14","Dim.15","Dim.16","Dim.17","Dim.18","Dim.19","Dim.20","Dim.21","Dim.22","Dim.23","Dim.24","Dim.25","Dim.26","Dim.27","Dim.28","Dim.29","Dim.30","Dim.31","Dim.32","Dim.33","Dim.34","Dim.35","Sample","model","suffix","state","treatment","Cluster"
-24.1074489935556,-1.94303610691794,-0.628612541246384,0.898888688969116,-1.50813420753402,2.02594436237279,-0.621611703011814,2.36644258639821,-2.28613321679477,1.81889499579276,-0.379074036453845,-0.783065499256296,0.811872516016158,0.821815077485759,-1.43761803306564,-0.461701004433363,1.9258086164516,0.411327846701242,-0.803344053761857,-0.237249641700197,-0.125647762651707,-0.498760579110788,-0.183631124899029,-0.377993061522257,-1.03064435059283,1.69065613786443,0.492636354699977,1.06439717619407,2.78569582753258,-2.30850822378942,-0.208643887903759,-1.74986595111462,0.505191171960689,0.404790932422155,1.14551694342207e-14,"HBCx33_chemonaive1","HBCx33","chemonaive","chemonaive","chemonaive","1"
-14.1704899624573,-8.35055608215529,2.42185539319669,4.10484975199116,5.68832938175506,3.92162496230324,-4.32314456105983,2.26050964625753,-1.44717644104859,-1.92399120266284,2.0857850424228,1.10582156205168,-1.03991014014887,-1.85866265463257,0.645266997767804,2.60169584474078,-2.06854727675989,-1.11290427765809,2.65005023364409,0.434994302189811,-0.727876048988022,0.0859890350291981,-0.863526982033752,-1.81393495581683,-0.065103063274642,-0.364222445221532,-0.868177959885324,2.35577789872172,1.3001558757054,1.17168034263893,0.682408861291948,0.630638242716769,0.00816015612004447,0.311967138743995,1.17512457818701e-14,"HBCx33_chemonaive2","HBCx33","chemonaive","chemonaive","chemonaive","1"
-25.5977146341163,-4.64880959591171,-0.735198036304761,0.277417691663965,-2.48632225061374,1.43957952947705,-0.0946023162608417,0.541665157528406,-0.928828333665437,1.36396164551288,-2.31766292182646,-1.208840638012,-0.697893370243846,1.17303077444147,-0.991926730875472,-0.248694215273418,0.093565905992573,-1.08287399394114,-2.34174480422975,-2.772514120716,0.710638232879836,-1.18280028123876,0.28024314393904,-0.988256224355422,-0.13707314684417,1.18105978049888,1.16849627727508,0.979074684985755,0.124170485391372,1.27089517175126,-0.121787922746459,1.05937373897493,-0.338313025053369,-2.41966372363857,1.16765188770681e-14,"HBCx33_chemonaive3","HBCx33","chemonaive","chemonaive","chemonaive","1"
-17.7352761886251,1.45973207785676,-0.482335363120422,-3.94211393551295,-2.75760249241514,2.41746246743864,0.0909672253148186,2.89549213205283,-2.51718416422588,2.72141156908241,-0.31693652995372,0.530704420027919,-1.38192292226211,-1.38821519223268,-0.223013886175202,-0.0161739153312588,1.45608226042971,-1.23802569009641,0.321713444526688,-1.35252870530575,1.40748723290855,-0.0537942075359929,0.132237217885941,1.28316249897392,2.14478969247728,-0.52053072991366,-1.3876619627709,-2.39972052302952,1.17819164057403,0.704401264090024,1.97205828074614,0.316196613556505,1.11700968749347,0.151791887202712,1.17373643896192e-14,"HBCx33_chemonaive4","HBCx33","chemonaive","chemonaive","chemonaive","1"
-21.0953633142786,-7.79804908189456,0.0328372125422121,2.12882147480603,0.650856294714173,1.17131426593929,-4.18430971250072,1.7428818293669,-0.0875767801734438,-0.0786929183569283,0.854749751304873,-1.25829398589056,-0.0242676370910193,0.727528609136028,-2.03514333938755,0.340544769020245,-0.736734392447937,0.96695735724199,-0.280362843701121,-0.87276649826219,-2.79129495384635,0.934133092937988,-2.45083589947603,1.16713506794655,2.24372314578989,0.36043336796613,0.253331008958491,-0.194225591752738,-1.67467736510137,-2.34820950973004,0.485233152947398,0.914122426455687,-0.488552447582177,-0.217548927025956,1.04332019215634e-14,"HBCx33_chemonaive5","HBCx33","chemonaive","chemonaive","chemonaive","1"
-24.8455785395129,-6.96585673241836,1.05986937018461,1.16472997591345,-1.36803693618171,0.586785333721958,-3.03883942189041,-1.53839183518115,-0.372927633831314,2.66278966905837,0.929872889916354,-1.41518560971414,0.311156597847502,0.342692294898105,-1.66885253597995,-0.433519295863472,0.772671797040254,-1.05719319113103,0.025448419995878,-1.22543548164448,1.09301610890044,-1.09623774717152,0.518462776995183,0.747262194226655,0.281889529493284,0.354083795364436,-0.314951053843536,-0.332954968776547,-0.179860609423073,1.21320504351516,-0.599688231741787,-0.457899660300463,-2.81851637356698,1.64964593610387,1.1340021984242e-14,"HBCx33_chemonaive6","HBCx33","chemonaive","chemonaive","chemonaive","1"
-24.229128911391,-10.1846827303513,-1.05889152607094,0.807646811672646,-1.98361970583926,0.825633443626074,-4.08657388305182,-2.78066839879172,0.829208496849194,2.95601273213321,0.94812774852558,-1.37138305914006,-1.8511312022142,0.0200850098535766,0.114332095298045,0.309219500011863,-1.13809968491342,-1.73110854589776,1.0885311451821,-0.720151932141105,1.62256022505566,-0.370430243869952,1.51508138890776,-0.0111961296292523,0.174519974706063,0.574456611198903,-0.203592673620214,0.581152435588992,-2.06619744590796,-0.353182123287378,-1.51107750720455,-0.344101952509729,2.25397681097123,0.561250159873726,1.3170720654151e-14,"HBCx33_chemonaive7","HBCx33","chemonaive","chemonaive","chemonaive","1"
-1.96176750733425,24.2114517640178,-1.44181229833652,1.26305043950944,-4.22968549637847,-7.39773341916968,-9.00399809697218,6.20934017788029,0.0646748856634062,-0.399547719587878,0.0878540916379868,1.50721776637826,0.557821285703955,1.91961627594061,3.49641429524595,-0.7562580984083,1.05082637231118,-0.988570235789806,-0.291637975522025,0.176063944831654,-0.58751542742067,-0.119077113705171,0.539548797949146,-0.294203879750328,-0.256692719622209,-0.125679237606628,0.244571343807315,0.115221688646937,-0.364533464578294,0.235969601918433,-0.0919829655761938,0.0252727969256759,-0.0543430839711533,0.0822448071344599,7.02697707238638e-15,"HBCx33_Cisplatin1","HBCx33","Cisplatin","Persister","Cisplatin","1"
-25.6218166041511,-6.13389061673284,-0.547394183170805,2.8688921981778,2.47070949197655,-0.754485647282913,0.331079172682956,0.668578915891184,0.733089072944178,-2.86331106484316,-3.26493251853934,0.696185464075051,0.301463556290012,1.19496776977908,-1.57698719609795,-0.0818637012633753,-0.848789270624672,-0.773880060022892,-4.79164587282891,1.83808234536144,-0.230209449056155,2.66292297425199,0.0503251917628048,0.124675341370402,-0.534716693355781,1.07478200255233,-1.67666521034457,0.352503873080333,-0.865880824525525,1.21502174724281,0.857500113821126,-0.910259479582379,0.379119536686866,0.507166751816671,1.33358960941191e-14,"HBCx33_CisplaRelapse1","HBCx33","Relapse","Relapse","Cisplatin","1"
43.9875128040974,0.992059098978026,10.6992526137276,-7.52151064590033,-2.0159981081423,1.09845503065464,0.782161648174098,-4.46413188824146,-4.21189910153354,-4.40697275008942,4.39477487494538,-1.57664741806916,-2.32903614110296,3.70604269973498,1.70901883430548,1.82642031972777,1.41157945471622,-2.4020969841809,-1.71974943700346,0.912672883404892,-1.01039750002534,-1.26331482702993,-0.540161797799991,0.62065775447601,0.177810999997786,0.195363816878152,-0.0386656247455526,-0.0928178966257572,0.0534653784273956,-0.00894206556258749,0.0337392742366073,-0.140180183157732,0.123829724677853,-0.0401392956004289,1.29237905432509e-14,"HBCx33_Cisplatin2","HBCx33","Cisplatin","Persister","Cisplatin","2"
