"logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","status"
-0.452810855249047,5.42874569147164,-4.80974142941666,6.94056057964609e-06,5.33224308192287e-05,3.44149671477118,"SNX7","Not Sig"
0.568846808600819,-3.12211016675819,4.80816842288224,6.98307099865942e-06,5.36215426223904e-05,3.61801317924854,"GALNTL5","Up"
-0.288352205620934,5.79466383555459,-4.80777038020002,6.99386822896442e-06,5.36769538576281e-05,3.35918549175529,"PDCD7","Not Sig"
0.29277553441448,3.61476695107814,4.80631417215137,7.03350780595736e-06,5.39535560406831e-05,3.45085149544248,"NDUFAF1","Not Sig"
1.55559124297597,5.2569728287914,4.80537253347548,7.05925666527591e-06,5.41213877637055e-05,3.60693553028734,"QPCT","Up"
0.767029940927528,-1.5847971997388,4.8052502132565,7.06260821040817e-06,5.41213877637055e-05,3.6022505094956,"CYP26B1","Up"
-0.368863648738675,6.47517373092844,-4.80496141588678,7.07052734123982e-06,5.41543864679835e-05,3.3994287386919,"NCOA6","Not Sig"
-0.384118873618511,-0.789887989347822,-4.80402739525511,7.09619844801379e-06,5.4323247465413e-05,3.54697415418704,"MAGIX","Not Sig"
-0.463395659189553,3.90289031980889,-4.80312803703245,7.12100266092723e-06,5.44853031570384e-05,3.4489566258513,"TSHZ1","Not Sig"
0.723384592841579,-2.06033297126212,4.80248740427065,7.13872273430259e-06,5.45930178900314e-05,3.59781470811305,"ADRA1B","Up"
0.728567050163443,-2.45384929429675,4.80172484836742,7.15987122959047e-06,5.47268280776805e-05,3.59502259611146,"RFPL2","Up"
0.697020100920331,1.3148854491794,4.80074812523178,7.18704853349028e-06,5.48929242831167e-05,3.46370382468952,"ITGAM","Up"
0.371050583944339,4.37579585933067,4.80056177693536,7.1922450734537e-06,5.48929242831167e-05,3.48463793006797,"MOSPD1","Not Sig"
0.584489587378716,-3.15007521741653,4.80054947996885,7.19258811742219e-06,5.48929242831167e-05,3.59087081677155,"KRT76","Up"
-0.47334658796535,1.70111401022476,-4.7993139036656,7.22713790784215e-06,5.51285344023644e-05,3.43258493979144,"ARHGEF10","Not Sig"
-1.11931905062928,-0.299103974080785,-4.79828094520383,7.25614601199739e-06,5.53040607173474e-05,3.5228553647396,"ALDOC","Down"
0.467570365560834,1.68946186003477,4.79823183343411,7.25752801594651e-06,5.53040607173474e-05,3.49374192118464,"PRKCE","Not Sig"
0.189906424596713,-0.00349652759217424,4.7978455046542,7.26840824197073e-06,5.53588267982212e-05,3.44724125611356,"PPFIA3","Not Sig"
-0.398309815565319,5.92113729937753,-4.7963258695308,7.3113602776572e-06,5.56470728676501e-05,3.29622398472281,"MED30","Not Sig"
0.441817560078321,-3.13377277337847,4.7962440834356,7.31367893450335e-06,5.56470728676501e-05,3.57563639656767,"PVALB","Not Sig"
-0.343633648850481,5.88887370173501,-4.79556315771275,7.33301117703996e-06,5.57658571956631e-05,3.38686418816437,"FAR1","Not Sig"
1.38066740419125,3.23162961442965,4.79436652085958,7.36710568864079e-06,5.5996727772331e-05,3.40376838113319,"TNFSF10","Up"
0.501311684275432,-2.98359727415467,4.79404555821169,7.37627676646056e-06,5.60380194893448e-05,3.56725097948929,"FGF23","Up"
0.485045279604162,2.3412227775084,4.79365662036881,7.3874050461225e-06,5.60760625578963e-05,3.47635958894027,"TRPV6","Not Sig"
0.592281289194224,-2.21318118981439,4.79360907040478,7.38876666567784e-06,5.60760625578963e-05,3.56563644545607,"NOS2","Up"
0.50181769515965,3.93400115126107,4.79256585736606,7.41870122972753e-06,5.62747534070779e-05,3.4763913536813,"WDR81","Up"
-0.471244840173996,7.56206344445414,-4.79065982060471,7.47369949432849e-06,5.66632684473898e-05,3.23391243282451,"TTC3","Not Sig"
0.74209664407513,1.31562575399589,4.78996638185187,7.49380685974392e-06,5.67869924270483e-05,3.50973035231003,"SP140L","Up"
-0.547389764700331,6.44629166416863,-4.7891450349213,7.51769129017695e-06,5.69391989633463e-05,3.28136253760946,"GNB4","Down"
-0.311784019132174,4.87265953088467,-4.78878452424035,7.52819818852957e-06,5.69899811352878e-05,3.36135568036299,"SH3PXD2B","Not Sig"
-0.27052637915763,8.36014263831018,-4.78829955298908,7.54235498754987e-06,5.70683285756613e-05,3.2535510170425,"PTBP1","Not Sig"
1.0699465044506,1.85383407498162,4.78781753283182,7.5564513294798e-06,5.71461397465049e-05,3.45109275704905,"PHLDB2","Up"
0.686807597940137,-2.83295764137138,4.78766063223594,7.56104530993313e-06,5.71520464702913e-05,3.54354391579897,"PRMT8","Up"
0.495130785375933,-3.13185725763813,4.7868811767796,7.58390777128762e-06,5.72959645079789e-05,3.53563744985076,"RFX6","Not Sig"
0.88964950003242,-1.76890946569036,4.78541967093557,7.62695726670649e-06,5.75921725293015e-05,3.53704485173644,"PRKCB","Up"
0.280353007526156,5.78661268060986,4.78526388132064,7.63156015010317e-06,5.75979129354967e-05,3.37751748968103,"POP5","Not Sig"
-0.255707907132436,4.90766684142658,-4.78476989825458,7.64617302556164e-06,5.7679158268819e-05,3.33032915872894,"SCO1","Not Sig"
1.10242603515495,1.87729764733117,4.78437072584445,7.6580011391586e-06,5.77393254903663e-05,3.38610643784748,"GBP2","Up"
-0.469889460877056,3.99122176325268,-4.78306476815056,7.696823382135e-06,5.8002858559488e-05,3.42767163043656,"CEP192","Not Sig"
0.272697223782016,-0.327870599853668,4.7818384146519,7.73345367048471e-06,5.82328410825303e-05,3.45120637980952,"HSF4","Not Sig"
0.411088523816647,5.35559399268196,4.7817830449768,7.73511152147026e-06,5.82328410825303e-05,3.30304879423239,"SPPL2A","Not Sig"
0.815679624420721,3.52651235815845,4.78096099648029,7.7597656320309e-06,5.83891200092927e-05,3.36430131754613,"GLIPR1","Up"
0.353762530618562,-3.15577587827472,4.78031193917042,7.77928559463854e-06,5.85066290908365e-05,3.51895683159285,"RETN","Not Sig"
0.52798092194254,-1.39384894209077,4.77985099662677,7.79317715863889e-06,5.85817113494676e-05,3.48438127089413,"CAPN3","Up"
1.47372113393209,3.17684719470962,4.77956987666778,7.80166121015541e-06,5.8616090164922e-05,3.46508503692992,"OXTR","Up"
-0.347464780813415,2.39758773510029,-4.77914489951206,7.81450387261151e-06,5.86831656044959e-05,3.46175844028917,"LRP3","Not Sig"
0.531227514166419,-3.15007521741653,4.77847927889612,7.83466007760603e-06,5.88050675529478e-05,3.51235455152988,"PSG6","Up"
-0.316993123192746,4.6815336134632,-4.77800418655463,7.84907769116444e-06,5.88837965529849e-05,3.33684886441243,"CRYZL1","Not Sig"
0.460205919393462,1.7425627804361,4.77782182923456,7.85461854179817e-06,5.88958866048088e-05,3.42314922359667,"RNF25","Not Sig"
0.686578380014329,5.3085571731347,4.77764925496438,7.85986564601264e-06,5.89057630840417e-05,3.36872188951782,"BPGM","Up"
-0.287287082924361,7.42867811975048,-4.77736288426049,7.86858025172557e-06,5.894160389461e-05,3.21095049969474,"MTCH2","Not Sig"
0.516588540674678,5.49967944967388,4.7759489924353,7.91174476452055e-06,5.92061506105468e-05,3.30584495030406,"LCOR","Up"
-0.296452111531553,3.46933307270808,-4.77594729808848,7.91179662905632e-06,5.92061506105468e-05,3.30658116058016,"LTN1","Not Sig"
0.657046052022409,-1.73994991417107,4.77400236150821,7.97155061146525e-06,5.96147244771442e-05,3.49650121214968,"PRUNE2","Up"
0.32142546421775,7.03784415555967,4.77387747465749,7.97540246746042e-06,5.96147244771442e-05,3.23479947618091,"TXNDC9","Not Sig"
0.568031138640372,-3.12809674334786,4.77378270636928,7.97832659291156e-06,5.96147244771442e-05,3.49565252809568,"TFAP2D","Up"
0.184590058556136,-0.160092482500719,4.77292665019556,8.00478800306667e-06,5.9782644433466e-05,3.35187171370454,"ZNF480","Not Sig"
0.651264469649157,1.12493959716496,4.77188405119237,8.03713103194679e-06,5.99381754169208e-05,3.4542487368377,"SLIT2","Up"
0.612705722696311,-1.86625120489274,4.77186681478356,8.037666799583e-06,5.99381754169208e-05,3.4888890988802,"CDHR2","Up"
0.436626218516444,-1.480688964933,4.77177917532571,8.04039147719452e-06,5.99381754169208e-05,3.48416033795096,"SLC30A3","Not Sig"
-0.464728402934099,2.64458982547677,-4.77164428213762,8.04458701277922e-06,5.99381754169208e-05,3.33933673799793,"TBC1D12","Not Sig"
0.78367594745774,-2.48792375506872,4.77161148622369,8.0456073746644e-06,5.99381754169208e-05,3.48788245164036,"SCUBE1","Up"
1.87208979355722,3.59214441318053,4.77136508653971,8.05327750811541e-06,5.99655124536224e-05,3.43129990310142,"IFI44","Up"
0.709031945013433,-2.360343734143,4.77111410583511,8.06109756218371e-06,5.99939381129949e-05,3.48303321815009,"ERBB4","Up"
-0.318285301036339,6.81947532614064,-4.77024412724625,8.08826161627548e-06,6.01132497733772e-05,3.19816875196511,"CDK4","Not Sig"
0.472852239434207,8.8564206295059,4.77023824675991,8.08844553040108e-06,6.01132497733772e-05,3.06928691576876,"NCOA7","Not Sig"
-0.971501192274212,3.91212657030112,-4.77021539163744,8.08916037046512e-06,6.01132497733772e-05,3.43132202049194,"CDKN1C","Down"
1.82364733832761,-1.33043333632684,4.76944587310782,8.11326454631852e-06,6.02624986544937e-05,3.48032858487478,"TNFRSF9","Up"
0.208214958622585,-0.89319325915634,4.76893344889392,8.12935434564244e-06,6.03521011821865e-05,3.39331187697063,"ZCCHC4","Not Sig"
0.455506141854714,-3.1767640460934,4.76839533744992,8.14628414724018e-06,6.04478480608827e-05,3.47656278409812,"PLCXD3","Not Sig"
0.465454227009424,-3.11222715133345,4.76751652079097,8.17400688238428e-06,6.06235473330321e-05,3.47344464591219,"SOX3","Not Sig"
0.850895479511023,0.384622581492447,4.76713870214583,8.18595358283002e-06,6.06734247154684e-05,3.44769596806223,"SLC6A4","Up"
0.373691890765732,-1.28028225719798,4.76704788769061,8.18882768692992e-06,6.06734247154684e-05,3.47182025066913,"ZNF488","Not Sig"
0.593925736870275,-1.9358311131952,4.76685090029763,8.19506533880539e-06,6.06896414838705e-05,3.3924503782043,"GPRIN3","Up"
-0.384868632850183,4.64162752714947,-4.76647624630932,8.20694161250139e-06,6.07460358896765e-05,3.33338741964608,"ELP4","Not Sig"
-0.537165279967573,6.46063133312417,-4.76635508825083,8.21078582376974e-06,6.07460358896765e-05,3.29553359958102,"GUSB","Down"
-0.258787343679168,5.38892928034338,-4.76467785715121,8.26418295637485e-06,6.11109217232869e-05,3.2298303097358,"SCAMP1","Not Sig"
0.475725076953557,-3.04923832764457,4.76352838295398,8.30097324224774e-06,6.13527060789208e-05,3.44450369271881,"HTR2C","Not Sig"
-0.405774017473739,5.0149100658579,-4.76328255129874,8.30886204652943e-06,6.13807457937061e-05,3.24345536559576,"MRPS31","Not Sig"
0.507952026273614,-2.00519180132672,4.76106217562101,8.3804459429464e-06,6.18790661274993e-05,3.43823350330507,"C16orf71","Up"
0.681386641419649,-2.90108648852187,4.76064601954647,8.39392926819179e-06,6.19481072382702e-05,3.44812897388014,"COX8C","Up"
0.548027516248913,2.34465535639758,4.76034735353699,8.40361896617444e-06,6.19730511738365e-05,3.35397913246873,"CA13","Up"
0.922101859487608,2.74914070271097,4.76028700185816,8.40557829317564e-06,6.19730511738365e-05,3.32372513679337,"MR1","Up"
-0.352375996197695,3.15742302048059,-4.75979416049763,8.42159511925623e-06,6.20606141802023e-05,3.29294134385937,"UHRF1BP1L","Not Sig"
0.439152213701984,3.59121426790945,4.75837903476389,8.4677505202317e-06,6.229019936945e-05,3.35861079790807,"PRKCH","Not Sig"
0.505528646121607,-3.15854608631499,4.75820241525492,8.47352835508097e-06,6.229019936945e-05,3.44037188975017,"ADAMDEC1","Up"
0.505528646121607,-3.15854608631499,4.75820241525492,8.47352835508097e-06,6.229019936945e-05,3.44037188975017,"CASR","Up"
0.505528646121607,-3.15854608631499,4.75820241525492,8.47352835508097e-06,6.229019936945e-05,3.44037188975017,"GC","Up"
0.505528646121607,-3.15854608631499,4.75820241525492,8.47352835508097e-06,6.229019936945e-05,3.44037188975017,"GPR182","Up"
0.422419816283474,7.81447715521347,4.75638667778235,8.53315036718502e-06,6.26977406145766e-05,3.20095209735946,"EIF5","Not Sig"
-0.457575621536396,2.05438233578391,-4.75404678544616,8.61058611727025e-06,6.32058048935483e-05,3.28286393813306,"FAM184A","Not Sig"
0.280405857275342,6.81505727467587,4.75404241340658,8.61073144256626e-06,6.32058048935483e-05,3.14446608343538,"RAB7A","Not Sig"
0.917432630357491,-2.10810307726832,4.75243511253306,8.664319729741e-06,6.3568031536509e-05,3.41990281360828,"PNMA2","Up"
0.262085175184805,7.75798442847576,4.75217352800403,8.67307175877228e-06,6.35773907577002e-05,3.11928055885512,"PSMA6","Not Sig"
0.310601051444629,5.26388731367587,4.75214345163812,8.67407859760471e-06,6.35773907577002e-05,3.20007353748444,"SAR1B","Not Sig"
0.504260444856008,-3.15854608631499,4.75157758157807,8.69304292818526e-06,6.36852494870815e-05,3.41688504873225,"GFRA4","Up"
-0.275267620323269,6.22708215580852,-4.75133413788178,8.70121400728524e-06,6.37139700807027e-05,3.18712732678212,"SND1","Not Sig"
0.455506141854713,-3.1767640460934,4.75044686111371,8.73105837827836e-06,6.39012861484445e-05,3.41288808484907,"PDHA2","Not Sig"
1.17274669787376,1.13234432008914,4.75004092255645,8.74474569098426e-06,6.39702260430274e-05,3.40259201363203,"SRPX2","Up"
0.461551070237576,-3.15899224682412,4.74965688482663,8.75771378121923e-06,6.40338399349732e-05,3.41009191579569,"MPPED1","Not Sig"
-0.307686212953942,5.93880961461447,-4.7494063279011,8.76618461244936e-06,6.40645251857647e-05,3.22778023798491,"PRKD3","Not Sig"
0.608605690178072,2.17012846730597,4.7481308826163,8.80942864685033e-06,6.43491842045027e-05,3.26302054673321,"KIAA1755","Up"
0.272970213196809,4.98465990483545,4.7478232982454,8.81988834154783e-06,6.43942066982272e-05,3.25286908607163,"STRN3","Not Sig"
0.389493797228024,3.5015123323149,4.74765646770293,8.8255666252686e-06,6.44042931578146e-05,3.26156042288866,"ZNF205","Not Sig"
-0.285284904133835,9.72339124910872,-4.74626002027357,8.87323617878371e-06,6.47206506490457e-05,2.9195637615359,"RPL23","Not Sig"
0.232485490099413,-0.986491983165257,4.74589281985285,8.88581259554018e-06,6.47808584603851e-05,3.26595536976519,"ATG9B","Not Sig"
-0.271319999126223,2.75992881947202,-4.74477304617189,8.92427144873692e-06,6.5029608529469e-05,3.22094977687417,"ANKZF1","Not Sig"
0.759954256254915,-0.196413693375176,4.74442584974957,8.93622884641134e-06,6.50850992122738e-05,3.39031031664928,"GLT8D2","Up"
0.391732853815027,-0.887853133709459,4.74368032252213,8.96195741308578e-06,6.52407866268785e-05,3.29139463591515,"KCNQ3","Not Sig"
0.272479903429812,5.88584231932616,4.74283253109946,8.99130278084161e-06,6.54226395058422e-05,3.1567906147367,"GRB2","Not Sig"
0.708556810058888,-2.13394361909184,4.74197086999825,9.021224045682e-06,6.56085042313088e-05,3.38285185072428,"CHAD","Up"
0.553708693358731,-3.14032812653659,4.74160765315616,9.03386579782077e-06,6.56685812044304e-05,3.38156361052163,"CEACAM21","Up"
-0.302937786779817,5.65959779082534,-4.74135316980625,9.04273335300469e-06,6.5701178006877e-05,3.14617643351804,"PPAT","Not Sig"
0.584032773366881,-2.7960338924166,4.73877119291324,9.13318347977755e-06,6.63262050282876e-05,3.37153518035247,"ZNF311","Up"
-0.53227036638311,4.21973934035859,-4.73826199633906,9.1511249674142e-06,6.64058915375466e-05,3.22738951790002,"HACL1","Down"
0.159901052966598,0.282327186969378,4.73820835508675,9.15301700690982e-06,6.64058915375466e-05,3.22152569872033,"CENPT","Not Sig"
0.530375973759185,6.4281776087741,4.73775227079552,9.16911944218352e-06,6.64905328102994e-05,3.18546366615728,"TPBG","Up"
1.20525488140335,-2.17018212875661,4.7374817035821,9.17868506668461e-06,6.65277129905878e-05,3.36632496166124,"EOMES","Up"
0.391467885594541,-3.14032812653659,4.73706343842534,9.19349151162629e-06,6.66028246823424e-05,3.36396228072797,"C17orf78","Not Sig"
0.647299877430577,-3.13547163013132,4.73622709392335,9.22316755704652e-06,6.6785535513319e-05,3.36251915798238,"KIR3DL3","Up"
0.90268760658707,-2.31216869723334,4.73602703899746,9.23027991740459e-06,6.68047637286226e-05,3.35810050868193,"NPHS1","Up"
0.771446055100425,-1.7368864331243,4.73550548874402,9.2488471948666e-06,6.69068390945248e-05,3.35997991498678,"HOXA3","Up"
1.58566975296985,0.716282914329758,4.73511048749034,9.26293348730736e-06,6.69764158423782e-05,3.35856453171511,"LAYN","Up"
0.989669757983308,-2.63019312242562,4.73281203825527,9.34531447161518e-06,6.75394978857473e-05,3.35037878141476,"PGM5","Up"
0.398843577154272,-0.0308908218854544,4.73268100707634,9.35003230719499e-06,6.75410285554437e-05,3.31002151955708,"BMP1","Not Sig"
-0.74523569556907,4.04148979956694,-4.73194815131068,9.37646186216995e-06,6.76993192929024e-05,3.16329468517656,"SKP2","Down"
-0.317533875040427,7.03330594953625,-4.73165863704952,9.3869228617435e-06,6.77173964270945e-05,3.06772318295341,"ETNK1","Not Sig"
0.659107455219383,1.40085461711684,4.73158334581434,9.38964521505434e-06,6.77173964270945e-05,3.22420892099472,"RASSF5","Up"
-0.27927531364294,8.43779044193766,-4.73150388974545,9.39251899205613e-06,6.77173964270945e-05,3.03870123707867,"MRPL3","Not Sig"
0.776769422608273,1.76574427336549,4.73078884563316,9.41841933113274e-06,6.78710182999099e-05,3.19784052065243,"TMOD1","Up"
-0.42557911024555,4.82367298442758,-4.73066581585019,9.42288271946845e-06,6.78710182999099e-05,3.19152789765735,"PHF13","Not Sig"
0.439033127908098,-3.15854608631499,4.73039524386752,9.43270602175437e-06,6.79091405187686e-05,3.34190359864424,"HTN3","Not Sig"
-0.209512919359758,3.26681515656974,-4.72899730913751,9.48361794905892e-06,6.82428945935881e-05,3.05359111214214,"RWDD4","Not Sig"
0.603529642484325,-1.55071964790983,4.72818574596523,9.5132971424777e-06,6.84236136605558e-05,3.33408493894564,"PIP5K1B","Up"
0.614588290397639,2.22632204336744,4.7278574085429,9.5253302344023e-06,6.8477302102377e-05,3.24470967188633,"FUT2","Up"
0.423688570916986,-3.14032812653659,4.72769032769386,9.53145918991978e-06,6.84885147640017e-05,3.33233772076643,"PM20D1","Not Sig"
0.504041490362187,-3.15854608631499,4.7271460610688,9.55145090913756e-06,6.85664260905473e-05,3.33042116784164,"OR8D1","Up"
0.504041490362187,-3.15854608631499,4.7271460610688,9.55145090913756e-06,6.85664260905473e-05,3.33042116784164,"WFDC10A","Up"
0.459831254088236,2.45763245468308,4.72205640112163,9.74038703601804e-06,6.98892586322998e-05,3.05995054373951,"KCNH2","Not Sig"
1.64905198713974,4.07521371810669,4.72110795957253,9.77599434427489e-06,7.01111862326968e-05,3.21588291980675,"F3","Up"
0.414164082871528,4.32600120035972,4.72085252579613,9.78560571060724e-06,7.01465538002353e-05,3.08728422266164,"NSUN5","Not Sig"
0.458649465504976,-3.12338638873967,4.71987227209187,9.82257573504772e-06,7.03779099869169e-05,3.3047172404508,"UGT2B17","Not Sig"
0.653959784020106,-3.07181830482552,4.7196602299183,9.8305907097087e-06,7.04016837782245e-05,3.30398018748641,"EPX","Up"
0.659212261693543,4.06138049016992,4.71922674375224,9.84699584155324e-06,7.04854922010704e-05,3.21759964973722,"DNAJA4","Up"
0.284759262363822,5.79957800334286,4.71900141229071,9.85553394872298e-06,7.04939693913979e-05,3.07454190311797,"ERP44","Not Sig"
0.655411744148353,-1.36580080818584,4.71885638047977,9.86103320498771e-06,7.04939693913979e-05,3.2945827038093,"MYO1G","Up"
-0.392508917721722,6.30612177640675,-4.71882326542806,9.86228926637944e-06,7.04939693913979e-05,3.11486488568487,"TANC1","Not Sig"
0.3425911786415,-3.15854608631499,4.71791154298869,9.89693230174793e-06,7.06741868846593e-05,3.29583905670077,"KLRC4","Not Sig"
0.3425911786415,-3.15854608631499,4.71791154298869,9.89693230174793e-06,7.06741868846593e-05,3.29583905670077,"TRHR","Not Sig"
-0.191993348476488,1.07665541908043,-4.7166164971147,9.94634418846346e-06,7.09932157337518e-05,3.11794342774135,"KAT5","Not Sig"
0.678192516435468,-3.03650326464704,4.71630281411842,9.95834867698277e-06,7.10450682148e-05,3.29213073966506,"IL5","Up"
0.644254631334491,-0.71692473152237,4.71615287640737,9.96409169423501e-06,7.10522218862457e-05,3.24596477421804,"LILRB3","Up"
0.412277122540322,4.26762789253829,4.71562467734667,9.98434881584627e-06,7.11299700019183e-05,3.04740326294248,"SMAD7","Not Sig"
0.978949639552538,-1.87373457783599,4.71562111041301,9.98448574848463e-06,7.11299700019183e-05,3.28972497105544,"RUNX1T1","Up"
-0.366826461990606,5.73976092402174,-4.71502725282537,1.00073091069924e-05,7.12586965343037e-05,3.06279653085755,"PMPCA","Not Sig"
0.484224749549925,-3.0732834137301,4.71172741942411,1.01350570051478e-05,7.21340785613297e-05,3.27412925913292,"SERPINA6","Not Sig"
1.07010081812549,1.56601528303338,4.71138527791612,1.01483928865166e-05,7.21770291438094e-05,3.22897111673556,"ST8SIA4","Up"
0.825235415490682,-2.56354148198976,4.71132555852343,1.01507223587398e-05,7.21770291438094e-05,3.27456735471643,"CACNA1H","Up"
1.58253290097848,1.74135805980542,4.71100131257586,1.01633792900738e-05,7.222516782673e-05,3.26844519757803,"CSGALNACT1","Up"
1.00595465651411,5.05659455480268,4.71090531485852,1.01671295025953e-05,7.222516782673e-05,3.11745332170654,"KLK10","Up"
0.569691888625796,-3.12211016675819,4.71016024187465,1.01962820580263e-05,7.2397949676815e-05,3.27046126791381,"TRPM1","Up"
0.727718353139539,-1.40707902161956,4.70834787274221,1.02675346767941e-05,7.28693547682131e-05,3.26002127213777,"PSTPIP1","Up"
0.351065492843342,-1.68915891199044,4.70805300871526,1.02791728611928e-05,7.29174264157212e-05,3.26045178768544,"GRIN3B","Not Sig"
-0.312977917178067,7.42373956747019,-4.70758586978147,1.02976369492079e-05,7.30138506299323e-05,2.9425065395975,"TRA2B","Not Sig"
0.751249236939811,-0.536925281659683,4.7066794686583,1.03335553389252e-05,7.32338822577538e-05,3.25818889506024,"CCR1","Up"
0.380342693671687,-3.08137085047975,4.70651641151321,1.03400298018582e-05,7.32451354915181e-05,3.25550609656547,"ANGPTL3","Not Sig"
0.729601971627155,-0.436337342237255,4.70580676896832,1.03682533547585e-05,7.34103682260156e-05,3.24013491765467,"PTGER3","Up"
2.08430665804096,1.86977652438061,4.70543680295906,1.03829971602377e-05,7.34800493082166e-05,3.2387229612066,"RSAD2","Up"
-0.313068598040025,5.69488640752489,-4.70530933623586,1.03880816581803e-05,7.34813383551038e-05,2.93813442451209,"RIF1","Not Sig"
0.505528646121606,-3.15854608631499,4.70459781946665,1.04165077443777e-05,7.36476578209796e-05,3.25083624094999,"PNOC","Up"
0.520081449302208,-3.11363929785972,4.70249238566691,1.05010666275911e-05,7.42041539238938e-05,3.24161284069373,"PLCZ1","Up"
0.455506141854714,-3.1767640460934,4.70239192331693,1.05051180616787e-05,7.42041539238938e-05,3.24304451765549,"LRFN5","Not Sig"
1.06962404732972,0.356088793050119,4.70072550215899,1.05725434689334e-05,7.46452444916827e-05,3.0230551350243,"C11orf96","Up"
-0.299063521542908,4.39012741538413,-4.69933784275095,1.06290108362218e-05,7.50085891827344e-05,3.02261917317569,"GTF3C4","Not Sig"
0.315972777737627,5.04626154003756,4.69742318707599,1.07074047879088e-05,7.55262542898662e-05,3.09359005106076,"TMEM138","Not Sig"
0.592442989462641,-3.09542133808132,4.69468259636186,1.08205951728808e-05,7.62887587235703e-05,3.21593546280016,"CCRL2","Up"
0.490953994113566,4.10709683261532,4.69373307456522,1.08600825547753e-05,7.65311600439714e-05,2.98301181145478,"APOE","Not Sig"
1.27932379299326,2.82159287905387,4.69214798723222,1.09263133686966e-05,7.69617063361808e-05,3.09019308930177,"KRT86","Up"
0.719042237222537,-1.98009852051386,4.69103068367154,1.09732342795698e-05,7.7255898833477e-05,3.18523022230233,"MAL","Up"
0.534958248437412,-1.61341693933286,4.69006752540638,1.10138390956561e-05,7.75053681712626e-05,3.13544486642324,"PSORS1C1","Up"
-0.372106663206545,-0.658898784988478,-4.68933366230785,1.10448753216287e-05,7.76872999511464e-05,3.09415712815028,"SARS2","Not Sig"
0.540568033408834,-3.03831283808663,4.68701205413367,1.1143620882307e-05,7.83264494316664e-05,3.18685155399943,"RFPL3","Up"
0.657854922204742,-3.02987779621312,4.68683407569871,1.11512262109658e-05,7.83264494316664e-05,3.18830748682839,"CD40","Up"
0.704538814594175,-3.01836714440116,4.6868295286378,1.11514205809044e-05,7.83264494316664e-05,3.18831015282385,"PCSK2","Up"
0.504260444856008,-3.15854608631499,4.68614215538551,1.11808411501984e-05,7.84891728685765e-05,3.18585052526143,"DAZL","Up"
0.500699868912711,-1.20920942632315,4.68604371780347,1.11850605942544e-05,7.84891728685765e-05,3.1044783401077,"HYDIN","Up"
0.51309014879132,-1.48706487063333,4.68382518584413,1.12805678020285e-05,7.91223354162871e-05,3.17501580411466,"ZNF442","Up"
0.350393551573128,-3.07387571603631,4.68337663643094,1.12999738708846e-05,7.92213790227734e-05,3.17358207558619,"TAS2R8","Not Sig"
-0.286894566689012,6.70714972623013,-4.68321357091106,1.13070367892518e-05,7.92338356400633e-05,2.81493145521755,"PHB","Not Sig"
0.42603091708578,3.0763953374176,4.68210329358317,1.13552408832487e-05,7.95344418686984e-05,3.12550380656995,"JDP2","Not Sig"
-0.2780808159731,7.07284184591759,-4.68117481828188,1.13957051679968e-05,7.97805813933228e-05,2.87147105455382,"FOXO3","Not Sig"
-0.526769768749019,5.87302496265465,-4.68085852096574,1.14095218458512e-05,7.98400200501695e-05,2.97049636985892,"TEAD4","Down"
-0.30732674761034,4.32454435453215,-4.68031443306808,1.14333271147018e-05,7.99692674392281e-05,2.96909478871383,"ARID2","Not Sig"
0.504048012993947,-3.12211016675819,4.67999468188085,1.14473395865237e-05,8.0029931465673e-05,3.16423360272759,"SPAM1","Up"
1.39752109289282,4.6634497960202,4.67895368435683,1.14930750325619e-05,8.03122152275388e-05,3.15659899736997,"BASP1","Up"
0.363235583166075,-3.06745628742297,4.67882311186987,1.14988241605949e-05,8.03149465718349e-05,3.15752334775634,"MS4A7","Not Sig"
3.22110600918436,2.6079424276613,4.6782313833505,1.15249131292703e-05,8.04555943519758e-05,3.13784211569592,"IFIT3","Up"
0.505967900365741,-1.71202740733974,4.67812303846278,1.15296962217656e-05,8.04555943519758e-05,3.15758308412699,"SRMS","Up"
-0.374060334165585,6.74894408394405,-4.67783958882755,1.15422187794267e-05,8.05054989692073e-05,2.97221013508865,"NUP205","Not Sig"
0.274577115324337,5.17260015920995,4.6769691713308,1.15807557677027e-05,8.07367200939982e-05,2.89968279989026,"UBL3","Not Sig"
0.464263664848164,1.79657921284401,4.67569506444245,1.16373914088351e-05,8.10938446429701e-05,3.05212353035174,"NBR2","Not Sig"
0.397236533271609,-1.77802433601839,4.67444315072144,1.16933027659859e-05,8.14455925461725e-05,3.04776908538631,"HNF4G","Not Sig"
1.18276096832818,3.04086624131607,4.67407136814422,1.17099570716102e-05,8.15237094966861e-05,3.08603756059956,"LGALS3BP","Up"
0.395029380561118,-2.97192716726454,4.67264535126166,1.17740507773535e-05,8.19318695922713e-05,3.06831621882049,"SORCS1","Not Sig"
1.11457038010323,-2.67872806067396,4.6724105089435,1.17846386462045e-05,8.19674935814196e-05,3.13771810438877,"RXRG","Up"
0.474933646798251,-3.12211016675819,4.67185321711526,1.18098012118054e-05,8.21044111149127e-05,3.13560847733311,"TRPC5","Not Sig"
-0.23338828062364,5.25504136778306,-4.67107043691302,1.18452331382003e-05,8.23125635180732e-05,2.83634182102116,"TGS1","Not Sig"
