"logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","status"
-0.512426421771092,6.1023375424504,-8.83682123239937,1.76214150470639e-13,4.80231618437166e-11,20.2879189281268,"PTMS","Down"
-0.367393371209026,6.90789677780596,-8.82369374468392,1.87032336542117e-13,5.00612087933892e-11,20.193482019375,"RPS7","Not Sig"
-1.11791848675938,7.80666034473568,-8.8146946841101,1.94829689878857e-13,5.09107809515214e-11,20.2174093656226,"DDIT4","Down"
-0.530488540276281,10.3130304421747,-8.80713336869244,2.01632097073474e-13,5.09107809515214e-11,20.1209217832508,"RPS14","Down"
-0.554764196697388,8.66262560381679,-8.80586674646497,2.02794598626627e-13,5.09107809515214e-11,20.1708095538039,"ENO1","Down"
0.676685335814637,6.80767254283298,8.80478516835315,2.03792571691993e-13,5.09107809515214e-11,20.2042756486256,"CHMP5","Up"
-0.446241255816213,6.08339209743301,-8.80082960674696,2.0748438424356e-13,5.09833350069955e-11,20.0954668821164,"RPS15A","Not Sig"
-0.959433870083452,4.70740338836787,-8.74306656832396,2.6967897734653e-13,6.51970676039862e-11,19.9286768771405,"VEGFA","Down"
-0.447781101301423,10.1157542879184,-8.72310420873265,2.95254552999433e-13,7.02471507128335e-11,19.7715022271609,"TPI1","Not Sig"
-1.44389111113071,6.0115561706555,-8.69260991182904,3.39082848729333e-13,7.8633050319237e-11,19.7100765096676,"DHCR24","Down"
1.68005997480626,3.87221719923803,8.69137205201547,3.40993279788539e-13,7.8633050319237e-11,19.6462404631432,"CPEB2","Up"
-0.599650937018167,10.3196834308139,-8.68146799997195,3.56671178484649e-13,8.10021862773698e-11,19.606844121686,"RPL4","Down"
1.29161676572934,2.58513696985319,8.65397799683436,4.04067035985707e-13,9.00876242641218e-11,19.5387656361535,"CLIC3","Up"
-0.501958101938714,9.13345179080721,-8.65146768989725,4.08696941087483e-13,9.00876242641218e-11,19.4832515776975,"PHB2","Down"
-0.588116485666347,6.71335494381215,-8.6381668768775,4.34128004937303e-13,9.26580941145022e-11,19.4653432360309,"MYH10","Down"
0.862598376573683,2.6348197011387,8.63782793337822,4.34796326895106e-13,9.26580941145022e-11,19.454542349931,"TYMP","Up"
1.78522250120596,6.13834345814087,8.63575631839084,4.38903508047879e-13,9.26580941145022e-11,19.457023890957,"GADD45A","Up"
-0.517001941778741,0.756978129349309,-8.62813915605349,4.5434158136248e-13,9.45850828200307e-11,19.4225672179035,"RNF169","Down"
0.470618502355377,7.77109114438006,8.620891994159,4.69533382683202e-13,9.64087105895686e-11,19.3861342413799,"RAB11A","Not Sig"
0.794534001705059,4.08068554063567,8.54011431949045,6.77427968070092e-13,1.37215781262197e-10,19.0196922683608,"PYCARD","Up"
1.53921890409,2.50006688525301,8.53083621750515,7.0655565289842e-13,1.41207502417259e-10,18.9069781745095,"ANTXR2","Up"
-0.97182486707147,4.49769300073172,-8.520568493593,7.40251306135537e-13,1.45995089837705e-10,18.9063923471734,"ZNF395","Down"
1.41702744706213,2.78102469061675,8.5171573382822,7.5179738484617e-13,1.46346636382588e-10,18.7960675543012,"IFI27L2","Up"
-0.785107491984664,4.80454969250425,-8.50046649615402,8.10940168638218e-13,1.55835669073311e-10,18.8568918158255,"TMEM231","Down"
-0.512761899435469,2.96675819376264,-8.49184930329367,8.43271872435571e-13,1.59997494885276e-10,18.8214406872176,"PANK3","Down"
-0.458847959499607,7.46923196110225,-8.45704443206346,9.87506045393733e-13,1.85021601430083e-10,18.6571694819828,"HADHA","Not Sig"
-0.572338553964196,6.15081793431018,-8.45188612924365,1.01088516790847e-12,1.85684601051573e-10,18.644938560256,"IAH1","Down"
0.704949549476319,2.38635944573078,8.45081240301066,1.01582075430176e-12,1.85684601051573e-10,18.5926015152418,"APOL2","Up"
-0.524673276950662,7.79544725855896,-8.4313869160049,1.10938934619451e-12,2.00345023013368e-10,18.5377288861313,"PAICS","Down"
1.06225118948854,-1.16461987054139,8.42765834356615,1.12831061202118e-12,2.01336282899826e-10,18.4832126625753,"NOS3","Up"
-0.512606143084222,3.78944629600992,-8.42134290117948,1.16109778874455e-12,2.02865690183383e-10,18.497422068624,"CBLB","Down"
-0.445691429898181,5.33436201289795,-8.42080192475736,1.16395018718867e-12,2.02865690183383e-10,18.5067016191003,"PBRM1","Not Sig"
-0.798742839024147,7.03070359401861,-8.41717203904006,1.18327135498728e-12,2.0380926477703e-10,18.4740813896013,"IDH2","Down"
-0.432748782650326,5.20367421942395,-8.41470997184455,1.19655849625583e-12,2.0380926477703e-10,18.4774528659948,"SEC22C","Not Sig"
0.386677996610599,-0.18794012050604,8.40493520060288,1.25079739187994e-12,2.10653956257174e-10,18.3745334042434,"ZNF646","Not Sig"
1.73532360177733,0.148605646704111,8.37927534549082,1.40515454747878e-12,2.34020683468437e-10,18.2827928530584,"HCP5","Up"
-0.45887338119993,5.96638337062707,-8.35613246510758,1.56062477837978e-12,2.5705719563884e-10,18.2146288273713,"NDUFA10","Not Sig"
-0.591972635443975,4.19983754190128,-8.32811838168711,1.77197686050621e-12,2.85579374839855e-10,18.0715388517661,"MZT2A","Down"
0.521756497252406,4.64874694845469,8.32797937858961,1.7730938400348e-12,2.85579374839855e-10,18.0963805969146,"TRADD","Up"
-1.2273606531619,-0.372350262393475,-8.32564449026212,1.79196163393037e-12,2.85579374839855e-10,17.9473265374147,"PNPLA3","Down"
0.716797352894764,2.06468076494125,8.3234354903391,1.80999670490268e-12,2.85579374839855e-10,18.0758780225348,"CITED2","Up"
0.216124630365861,-0.102968745986954,8.28027617633327,2.20109243431603e-12,3.41428406226397e-10,17.8683666580447,"AKAP10","Not Sig"
-0.55165088998768,5.78046987891135,-8.27943256755833,2.20952401120558e-12,3.41428406226397e-10,17.8800309969936,"RLF","Down"
1.60353384422125,3.02645813641256,8.26874596357667,2.31916685244632e-12,3.54714203584877e-10,17.8286170381997,"PSMB8","Up"
-1.09307857239622,6.09584656060562,-8.24764780589138,2.5518363061652e-12,3.82649572151212e-10,17.6954912620452,"CRABP1","Down"
1.06269705528002,1.15278121585634,8.24755848955281,2.55286925179273e-12,3.82649572151212e-10,17.6934514859251,"BTC","Up"
-0.5128422502059,9.63795294991,-8.2399759601796,2.64210087042803e-12,3.88228657415729e-10,17.5857519771087,"DBI","Down"
-0.569027104916436,5.22219485209121,-8.23855414952636,2.65917629405082e-12,3.88228657415729e-10,17.7043270153117,"DYM","Down"
0.356732046988703,-0.120805204985409,8.23784011012558,2.66779316257389e-12,3.88228657415729e-10,17.6707631552925,"EFNB1","Not Sig"
-0.520576338155566,4.72967228769816,-8.22411420388358,2.83896094194975e-12,4.06057340430008e-10,17.6424559984257,"RNF168","Down"
0.56570633924674,5.66512038073496,8.22368493717668,2.84448734039301e-12,4.06057340430008e-10,17.6341065287593,"UBE2B","Up"
-0.436835617452505,5.36530298388876,-8.21906697206825,2.90462280850015e-12,4.10730106383101e-10,17.6049893736541,"PAFAH1B3","Not Sig"
-0.568919179027629,4.79901702535466,-8.20541063721571,3.08998561750134e-12,4.32857891782501e-10,17.5103007066209,"MZT2B","Down"
-0.645003607511597,5.59930052151175,-8.19110489568397,3.2968396475954e-12,4.57558606275995e-10,17.4970868545236,"DOCK7","Down"
-0.331063290770552,0.501889833603925,-8.1874387188605,3.352040080433e-12,4.60087297935603e-10,17.4739912185458,"STRN","Not Sig"
-0.702546519286919,4.07930959638206,-8.18583672252215,3.37644958122065e-12,4.60087297935603e-10,17.4727043872049,"ALMS1","Down"
-0.496185788348003,4.33066102325296,-8.17775846319425,3.5022673625583e-12,4.72932301778255e-10,17.4381294688148,"UBE4B","Not Sig"
2.85041166143566,1.88297574894657,8.131314488885,4.32194435894758e-12,5.78407357109511e-10,17.1942126529743,"KRT6A","Up"
-0.310561121282252,4.94412733320239,-8.12165300081561,4.51516404153332e-12,5.98918529367636e-10,17.1467317085958,"XRN2","Not Sig"
1.69143417295944,2.49765355078417,8.11090312435642,4.74029925990507e-12,6.23266189532606e-10,17.144546844111,"INHBA","Up"
0.846488686155974,-0.360141515970676,8.09996807947131,4.98080924926466e-12,6.49194346410679e-10,17.059354804147,"GADD45G","Up"
-0.521192663508661,6.29283140392967,-8.09606364457826,5.06960393502439e-12,6.55071494673109e-10,17.0574893705754,"VKORC1","Down"
1.582606294759,1.41608396278771,8.0771410828875,5.52283646081722e-12,7.0753671548025e-10,16.9950960148919,"KLHDC7B","Up"
-0.415974692556214,4.86373334179489,-8.06379710615831,5.86655111563844e-12,7.45201141290717e-10,16.9248822183215,"MGMT","Not Sig"
-0.357726657031598,6.06013300399976,-8.05424517186034,6.12562161742343e-12,7.71570944735796e-10,16.8003208758378,"EEF1B2","Not Sig"
0.669003686424567,2.58566594810585,8.04163317175916,6.48525542459647e-12,8.10062446327303e-10,16.8202482520492,"PSME2","Up"
-0.436420794025107,3.16964547953928,-8.03892389129142,6.565218724827e-12,8.13273251788694e-10,16.827864603204,"AFAP1","Not Sig"
-0.65452041477084,3.667833209099,-8.0092889033675,7.5067958873146e-12,9.22289865204578e-10,16.6959039910853,"ALG9","Down"
-0.631548091017499,4.47571504413839,-8.00032829026576,7.81718532028092e-12,9.49101007349244e-10,16.6524653949432,"UBR7","Down"
-0.49662016885444,10.0964101521113,-7.99823631071919,7.89147437139046e-12,9.49101007349244e-10,16.4911747001791,"RPL13","Not Sig"
0.747597966523233,3.71718579897889,7.99757849964543,7.9149793794553e-12,9.49101007349244e-10,16.6472196530697,"SHB","Up"
1.87219325804252,7.37188961717182,7.99535291106638,7.9950235795558e-12,9.51090543126682e-10,16.5763991003745,"S100P","Up"
1.23303241842397,3.16105678518328,7.97287833197448,8.84999148064429e-12,1.04450804963289e-09,16.5356571841654,"TLR2","Up"
0.236674196786413,0.495734599266854,7.9681547962295,9.04096778805034e-12,1.05368402480426e-09,16.518219705823,"PKD1","Not Sig"
-0.565072929448391,5.10028182279223,-7.96722661230358,9.07897549756092e-12,1.05368402480426e-09,16.514160780928,"KDM3B","Down"
0.736430085320707,-0.912924772853773,7.96577758384106,9.13862987687994e-12,1.05368402480426e-09,16.4100195431107,"LPXN","Up"
-1.15569881507093,6.93220868380267,-7.96325741654432,9.2433143140175e-12,1.05761861261686e-09,16.482053719074,"BNIP3","Down"
0.777579855990291,-0.551561975719568,7.95474012482706,9.60604426735095e-12,1.09079543578275e-09,16.4539790426175,"ETV7","Up"
-0.323859152982982,5.93698053155209,-7.94834196921839,9.8878337982115e-12,1.1074096909123e-09,16.4271138470228,"NUP133","Not Sig"
-0.500823231238121,10.3563182108874,-7.94806716010198,9.90011999347839e-12,1.1074096909123e-09,16.2890904246146,"RPL7A","Down"
0.553415020835412,2.44976789481114,7.94369445316218,1.00976768963273e-11,1.12114132591889e-09,16.3955931072318,"VPS18","Up"
-0.663557768641533,8.70896361156669,-7.94084478571342,1.02285349025659e-11,1.12731992393059e-09,16.3821276137525,"EIF3L","Down"
-0.890790160755047,5.44216892872997,-7.93720782503538,1.03980055625232e-11,1.13763288596102e-09,16.3824501836428,"CYP51A1","Down"
-0.485043130600256,4.97072955782885,-7.9293064152146,1.07758990367313e-11,1.17043442508381e-09,16.3480070373313,"TMEM41B","Not Sig"
-0.426205063167684,7.05162051982079,-7.92162636610605,1.11563276523836e-11,1.20303737540703e-09,16.2886775497954,"ILF3","Not Sig"
1.16962220770367,4.18173546479579,7.90849368280264,1.18381409467953e-11,1.26744210465367e-09,16.2304676686146,"MYLIP","Up"
0.477568102623225,-0.787530372417936,7.89578125336661,1.25376871902902e-11,1.33281839216496e-09,16.1815004383716,"ZCWPW1","Not Sig"
0.286918257303402,-0.191543032276692,7.89076920131714,1.28246908027491e-11,1.35372739748174e-09,16.179039937883,"MAPRE3","Not Sig"
-0.498409646363408,5.17627016764677,-7.88334591882366,1.3261848903244e-11,1.39008288958549e-09,16.1467960178989,"TADA1","Not Sig"
1.10818100795741,3.04976944534699,7.88058800741885,1.34280217937383e-11,1.39147233177334e-09,16.1342965448123,"DUSP6","Up"
-0.612209946804072,3.24843207730366,-7.88004850639838,1.34607704387974e-11,1.39147233177334e-09,16.1323286549444,"LHPP","Down"
0.763255242118968,6.279154269362,7.86821988375638,1.4199146804939e-11,1.45774665383034e-09,16.042634070026,"SH3BGRL3","Up"
0.387030033969824,0.0430399055566626,7.86301525570734,1.45367001258365e-11,1.48224896725281e-09,16.0173426254653,"ABHD8","Not Sig"
0.328722638244163,0.524886019354874,7.86043137839517,1.47072414929305e-11,1.48744845677185e-09,16.0458550655635,"ZFYVE19","Not Sig"
-0.584411404694919,2.82012306612453,-7.85924570905538,1.47861645245851e-11,1.48744845677185e-09,16.0370148244131,"PHLPP2","Down"
-0.37137262235049,6.32738615668676,-7.85388591565108,1.51482367930232e-11,1.50521259582148e-09,15.8816569959402,"RPL6","Not Sig"
0.356266683163524,1.10683048950156,7.8536614230347,1.51635934331205e-11,1.50521259582148e-09,16.000034946149,"C18orf32","Not Sig"
-0.514134975702262,6.46671198770821,-7.85160834480313,1.53047583937961e-11,1.50923041818822e-09,15.9963852674864,"MSH2","Down"
-0.543640363465041,6.12263166268475,-7.84749692536033,1.5591401730043e-11,1.52744784661186e-09,15.8851906050258,"RPL29","Down"
-0.286631645386839,4.79752590899995,-7.84307648931723,1.59055632931223e-11,1.54810706623773e-09,15.7990727692553,"RPLP1","Not Sig"
0.801290606866575,4.02876930958374,7.83176285667128,1.67386737074022e-11,1.61868374322743e-09,15.8746200051923,"RHOB","Up"
-0.39087187110867,11.0906601208425,-7.82895691473514,1.69519433845917e-11,1.62879922686952e-09,15.7477145057389,"RPS6","Not Sig"
-0.760275924113445,5.99023551634469,-7.82655886963647,1.71363559417302e-11,1.63603082299742e-09,15.8973167536418,"PCCB","Down"
1.63760635567785,3.16007734602047,7.81707329895634,1.78856200186622e-11,1.6967566991122e-09,15.8285992218947,"MVP","Up"
0.783597091144994,4.87285214791558,7.79994031248599,1.93226790394647e-11,1.82155745989017e-09,15.7229327783181,"METRN","Up"
-0.488432905035908,7.05019859901519,-7.78957529250421,2.02473606204312e-11,1.89679805212277e-09,15.7177136645829,"FARP1","Not Sig"
-0.387873182442208,10.7082704623801,-7.78803486676488,2.03884995116072e-11,1.89815664086634e-09,15.5578958077956,"RPL8","Not Sig"
-0.682038503702815,4.6415680495167,-7.7860450704272,2.05722638001574e-11,1.90344235864543e-09,15.7092986216108,"MACROD1","Down"
-0.9887459671987,7.33981086160497,-7.77978108220981,2.11616129471125e-11,1.94595961021024e-09,15.6664111212944,"C1orf198","Down"
1.68613151586088,6.23297315789894,7.76917307813978,2.21983024311358e-11,2.02683899204471e-09,15.5881883821818,"KRT16","Up"
-0.341692882099121,6.55049635899142,-7.76776523193074,2.23396393427262e-11,2.02683899204471e-09,15.4803092102662,"RPL32","Not Sig"
-0.370287554062214,9.01874639584997,-7.76653281737598,2.24641003590758e-11,2.02683899204471e-09,15.4896462933617,"GSTP1","Not Sig"
-0.65953181971976,9.0110004666142,-7.76537129831491,2.25820342698957e-11,2.02683899204471e-09,15.5226636999494,"TOMM20","Down"
-0.543856612652988,6.99581941752818,-7.75956096938161,2.31813109853459e-11,2.06824208547232e-09,15.5882642062183,"CCNY","Down"
1.49400885964295,2.39780768019906,7.75224325523422,2.39586623248496e-11,2.12494905081166e-09,15.5435649116876,"IRF7","Up"
0.557931846898422,4.70024841184899,7.75087948327101,2.4106380479739e-11,2.1254737471224e-09,15.5051998400206,"ATP6V0C","Up"
-0.735394944220704,4.53348627664833,-7.74609788217664,2.46315114664434e-11,2.15801374966098e-09,15.5024093657979,"EIF4B","Down"
1.1341405754515,3.3499386648267,7.74491307227276,2.47633841444852e-11,2.15801374966098e-09,15.5172469013867,"BIRC3","Up"
0.852410282430494,7.62940105477778,7.73946632276338,2.53787336854142e-11,2.19885456191141e-09,15.4446669935985,"BTG1","Up"
-0.820334482123677,2.08993250846377,-7.73519203569371,2.58722762879384e-11,2.22873304183855e-09,15.4949530819504,"CHRNA5","Down"
-0.335973011821577,5.96132888994093,-7.72787004943763,2.67400591193951e-11,2.29032426366064e-09,15.4465345242767,"EIF2AK1","Not Sig"
0.811619433404707,0.387752524790726,7.72259666004037,2.73829597199082e-11,2.33206354114605e-09,15.4357319449129,"ABCD1","Up"
2.00777799007767,-0.290536373679148,7.72103302254995,2.75765335882909e-11,2.33528057601634e-09,15.1646234145962,"SPI1","Up"
-0.738352052140561,4.95828987692952,-7.69278675989783,3.13178018881335e-11,2.63720523877097e-09,15.3141164912936,"AGBL5","Down"
-0.420282891999962,4.42137044072228,-7.69004714513952,3.17065393847553e-11,2.65502412758713e-09,15.3008330484609,"VPS26B","Not Sig"
-0.406242001439553,-0.321530021383457,-7.67885618097879,3.33450510765186e-11,2.7767165032552e-09,15.2011113134262,"AKT3","Not Sig"
-0.384645941480638,8.09188838923265,-7.67366660451641,3.41332489821727e-11,2.8266478949933e-09,15.0621363432899,"RPS23","Not Sig"
-0.600061343584107,4.12587700614451,-7.65418510657353,3.72613559443234e-11,3.06873881455749e-09,15.1448349500105,"NANP","Down"
-0.527176692865567,6.04485753567886,-7.6473547823235,3.84244088716793e-11,3.14723204687213e-09,15.0998033704623,"KDM1A","Down"
-0.712013386798022,6.71603692125887,-7.63855480702917,3.99763187594664e-11,3.25654914068284e-09,15.0248292280737,"PHGDH","Down"
0.558764206702216,9.18407671415647,7.6319146403402,4.1188535201011e-11,3.33716191420516e-09,14.9020478059133,"S100A11","Up"
-0.433312282052876,5.08390312904493,-7.61415223503179,4.46142221954151e-11,3.59528266928536e-09,14.9714480867767,"NSDHL","Not Sig"
1.22838351952109,3.35392258288177,7.58382501437763,5.11316387932135e-11,4.09846060893838e-09,14.8125195500778,"SLC31A2","Up"
-0.396416907457389,4.77235720233652,-7.56656391685372,5.52559739104524e-11,4.40548826033921e-09,14.7368431647075,"RFC1","Not Sig"
-0.639924620259764,6.03289869533898,-7.56423534146408,5.58371519148303e-11,4.42827021191212e-09,14.7553771668207,"LONRF1","Down"
1.19411801998239,3.71391785504561,7.55597718461969,5.79477811759573e-11,4.57146995813907e-09,14.7028657739052,"HOXC6","Up"
0.499905045942716,-0.629136974474987,7.54132721796812,6.18893969701155e-11,4.85685953500032e-09,14.6379586739574,"SYNE1","Not Sig"
-0.654808525292373,7.06385668687184,-7.53977155789555,6.23233240852548e-11,4.86543908705148e-09,14.6051859994668,"GPI","Down"
1.09061243980995,4.46409369292039,7.53034464161853,6.50183865112678e-11,5.04953676382069e-09,14.6079170780632,"CPEB4","Up"
0.987371594255626,4.8754732635168,7.52264888259066,6.7304334495131e-11,5.200127163647e-09,14.5723742957097,"SPAG1","Up"
-0.341188735114803,4.92757934948073,-7.47842841623604,8.20787665577244e-11,6.29159463735961e-09,14.3726903740041,"RSBN1","Not Sig"
0.269126636104228,-0.228697528430366,7.47790828270438,8.22705016293604e-11,6.29159463735961e-09,14.3810034957655,"ELMOD3","Not Sig"
0.704847634198856,8.73391560258503,7.47531632930645,8.3232632845199e-11,6.32369205466674e-09,14.2665192619382,"S100A16","Up"
-0.994584238600496,6.1907285898589,-7.4745106049089,8.35339933834155e-11,6.32369205466674e-09,14.3619503683823,"TMEM97","Down"
-0.494058147531261,6.05674397247902,-7.46730869384734,8.62763943268658e-11,6.49847675661001e-09,14.311691313849,"KLHDC3","Not Sig"
-0.650792657993644,5.96566526353307,-7.46609251465419,8.67482670066617e-11,6.50134887081426e-09,14.303942289115,"OXCT1","Down"
1.64738340988792,1.38642833423996,7.4535171031157,9.17806783375181e-11,6.84428153035353e-09,14.2655306359567,"ATP6V0A4","Up"
0.368135938925272,3.29465824605191,7.45217314588697,9.23354003152572e-11,6.85156096695738e-09,14.2695440065074,"PHF12","Not Sig"
1.67305723970828,3.42310254817552,7.44239338070622,9.64738013153075e-11,7.10698837618737e-09,14.2238071908617,"RASD1","Up"
-0.476275243314726,4.04812166829159,-7.44181102622374,9.67259742972995e-11,7.10698837618737e-09,14.2199877278332,"DARS2","Not Sig"
-0.45645349792532,4.00594650294937,-7.43944296031537,9.7758178440906e-11,7.14779188610117e-09,14.2135448760778,"WDR60","Not Sig"
-0.345988121603645,9.80136145583021,-7.42863404758826,1.02610618038391e-10,7.46616773678368e-09,14.031544513699,"EIF3E","Not Sig"
-0.694765007855346,3.81954323902064,-7.42727470679355,1.03237596488301e-10,7.47549919692342e-09,14.1597632929711,"RNF144A","Down"
-1.27589361358664,1.85473295026465,-7.41200474146374,1.10548160713526e-10,7.96637683141846e-09,14.0952183895756,"FZD8","Down"
